gisjoin,name_dp,var_code,dp,name_sf,sf
G06000135,Acalanes Ridge CDP,IFC001,457,Acalanes Ridge CDP,457
G06000156,Acampo CDP,IFC001,99,Acampo CDP,99
G06000212,Acton CDP,IFC001,2814,Acton CDP,2814
G06000296,Adelanto city,IFC001,9086,Adelanto city,9086
G06000310,Adin CDP,IFC001,144,Adin CDP,144
G06000394,Agoura Hills city,IFC001,7585,Agoura Hills city,7585
G06000450,Agua Dulce CDP,IFC001,1277,Agua Dulce CDP,1277
G06000464,Aguanga CDP,IFC001,984,Aguanga CDP,984
G06000478,Ahwahnee CDP,IFC001,1030,Ahwahnee CDP,1030
G06000535,Airport CDP,IFC001,588,Airport CDP,588
G06000562,Alameda city,IFC001,32351,Alameda city,32351
G06000618,Alamo CDP,IFC001,5378,Alamo CDP,5378
G06000674,Albany city,IFC001,7889,Albany city,7889
G06000716,Albion CDP,IFC001,112,Albion CDP,112
G06000786,Alderpoint CDP,IFC001,93,Alderpoint CDP,93
G06000884,Alhambra city,IFC001,30915,Alhambra city,30915
G06000898,Alhambra Valley CDP,IFC001,375,Alhambra Valley CDP,375
G06000947,Aliso Viejo city,IFC001,18867,Aliso Viejo city,18867
G06000982,Alleghany CDP,IFC001,40,Alleghany CDP,40
G06000996,Allendale CDP,IFC001,554,Allendale CDP,554
G06001010,Allensworth CDP,IFC001,142,Allensworth CDP,142
G06001094,Almanor CDP,IFC001,75,Almanor CDP,75
G06001150,Alondra Park CDP,IFC001,2818,Alondra Park CDP,2818
G06001164,Alpaugh CDP,IFC001,243,Alpaugh CDP,243
G06001192,Alpine CDP,IFC001,5536,Alpine CDP,5536
G06001228,Alpine Village CDP,IFC001,69,Alpine Village CDP,69
G06001276,Alta CDP,IFC001,314,Alta CDP,314
G06001290,Altadena CDP,IFC001,15947,Altadena CDP,15947
G06001360,Alta Sierra CDP,IFC001,3030,Alta Sierra CDP,3030
G06001416,Alto CDP,IFC001,313,Alto CDP,313
G06001444,Alturas city,IFC001,1407,Alturas city,1407
G06001458,Alum Rock CDP,IFC001,3863,Alum Rock CDP,3863
G06001514,Amador City city,IFC001,108,Amador City city,108
G06001640,American Canyon city,IFC001,5982,American Canyon city,5982
G06001651,Amesti CDP,IFC001,1015,Amesti CDP,1015
G06002000,Anaheim city,IFC001,104237,Anaheim city,104237
G06002028,Anchor Bay CDP,IFC001,327,Anchor Bay CDP,327
G06002042,Anderson city,IFC001,4211,Anderson city,4211
G06002112,Angels city,IFC001,1943,Angels city,1943
G06002168,Angwin CDP,IFC001,912,Angwin CDP,912
G06002210,Antelope CDP,IFC001,14847,Antelope CDP,14847
G06002252,Antioch city,IFC001,34849,Antioch city,34849
G06002294,Anza CDP,IFC001,1508,Anza CDP,1508
G06002364,Apple Valley town,IFC001,26117,Apple Valley town,26117
G06002378,Aptos CDP,IFC001,2711,Aptos CDP,2711
G06002382,Aptos Hills-Larkin Valley CDP,IFC001,921,Aptos Hills-Larkin Valley CDP,921
G06002420,Arbuckle CDP,IFC001,937,Arbuckle CDP,937
G06002462,Arcadia city,IFC001,20686,Arcadia city,20686
G06002476,Arcata city,IFC001,7722,Arcata city,7722
G06002553,Arden-Arcade CDP,IFC001,44813,Arden-Arcade CDP,44813
G06002700,Armona CDP,IFC001,1202,Armona CDP,1202
G06002770,Arnold CDP,IFC001,4897,Arnold CDP,4897
G06002812,Aromas CDP,IFC001,923,Aromas CDP,923
G06002868,Arroyo Grande city,IFC001,7628,Arroyo Grande city,7628
G06002896,Artesia city,IFC001,4697,Artesia city,4697
G06002910,Artois CDP,IFC001,113,Artois CDP,113
G06002924,Arvin city,IFC001,4476,Arvin city,4476
G06002980,Ashland CDP,IFC001,7758,Ashland CDP,7758
G06003026,Aspen Springs CDP,IFC001,36,Aspen Springs CDP,36
G06003064,Atascadero city,IFC001,11505,Atascadero city,11505
G06003092,Atherton town,IFC001,2530,Atherton town,2530
G06003162,Atwater city,IFC001,9771,Atwater city,9771
G06003190,Auberry CDP,IFC001,949,Auberry CDP,949
G06003204,Auburn city,IFC001,6139,Auburn city,6139
G06003205,Auburn Lake Trails CDP,IFC001,1486,Auburn Lake Trails CDP,1486
G06003209,August CDP,IFC001,2560,August CDP,2560
G06003274,Avalon city,IFC001,2266,Avalon city,2266
G06003302,Avenal city,IFC001,2410,Avenal city,2410
G06003316,Avery CDP,IFC001,388,Avery CDP,388
G06003330,Avilla Beach CDP,IFC001,1093,Avilla Beach CDP,1093
G06003344,Avocado Heights CDP,IFC001,3922,Avocado Heights CDP,3922
G06003386,Azusa city,IFC001,13386,Azusa city,13386
G06003512,Baker CDP,IFC001,303,Baker CDP,303
G06003526,Bakersfield city,IFC001,120725,Bakersfield city,120725
G06003666,Baldwin Park city,IFC001,17736,Baldwin Park city,17736
G06003694,Ballard CDP,IFC001,188,Ballard CDP,188
G06003708,Ballico CDP,IFC001,132,Ballico CDP,132
G06003792,Bangor CDP,IFC001,280,Bangor CDP,280
G06003820,Banning city,IFC001,12144,Banning city,12144
G06004030,Barstow city,IFC001,9555,Barstow city,9555
G06004198,Bass Lake CDP,IFC001,1059,Bass Lake CDP,1059
G06004415,Bay Point CDP,IFC001,6762,Bay Point CDP,6762
G06004470,Bayview CDP,IFC001,591,Bayview CDP,591
G06004478,Bayview CDP,IFC001,1074,Bayview CDP,1074
G06004576,Beale AFB CDP,IFC001,843,Beale AFB CDP,843
G06004632,Bear Creek CDP,IFC001,90,Bear Creek CDP,90
G06004716,Bear Valley CDP,IFC001,531,Bear Valley CDP,531
G06004730,Bear Valley CDP,IFC001,68,Bear Valley CDP,68
G06004734,Bear Valley Springs CDP,IFC001,2729,Bear Valley Springs CDP,2729
G06004758,Beaumont city,IFC001,12908,Beaumont city,12908
G06004772,Beckwourth CDP,IFC001,342,Beckwourth CDP,342
G06004856,Belden CDP,IFC001,30,Belden CDP,30
G06004870,Bell city,IFC001,9217,Bell city,9217
G06004926,Bella Vista CDP,IFC001,1100,Bella Vista CDP,1100
G06004938,Bell Canyon CDP,IFC001,688,Bell Canyon CDP,688
G06004982,Bellflower city,IFC001,24897,Bellflower city,24897
G06004996,Bell Gardens city,IFC001,9986,Bell Gardens city,9986
G06005108,Belmont city,IFC001,11028,Belmont city,11028
G06005164,Belvedere city,IFC001,1045,Belvedere city,1045
G06005262,Benbow CDP,IFC001,178,Benbow CDP,178
G06005276,Bend CDP,IFC001,275,Bend CDP,275
G06005290,Benicia city,IFC001,11306,Benicia city,11306
G06005332,Ben Lomond CDP,IFC001,2620,Ben Lomond CDP,2620
G06005346,Benton CDP,IFC001,159,Benton CDP,159
G06006000,Berkeley city,IFC001,49454,Berkeley city,49454
G06006028,Bermuda Dunes CDP,IFC001,3639,Bermuda Dunes CDP,3639
G06006070,Berry Creek CDP,IFC001,983,Berry Creek CDP,983
G06006150,Bertsch-Oceanview CDP,IFC001,1008,Bertsch-Oceanview CDP,1008
G06006210,Bethel Island CDP,IFC001,1327,Bethel Island CDP,1327
G06006308,Beverly Hills city,IFC001,16394,Beverly Hills city,16394
G06006336,Bieber CDP,IFC001,148,Bieber CDP,148
G06006406,Big Bear City CDP,IFC001,12226,Big Bear City CDP,12226
G06006434,Big Bear Lake city,IFC001,9705,Big Bear Lake city,9705
G06006475,Big Bend CDP,IFC001,90,Big Bend CDP,90
G06006518,Big Creek CDP,IFC001,117,Big Creek CDP,117
G06006560,Biggs city,IFC001,617,Biggs city,617
G06006567,Big Lagoon CDP,IFC001,120,Big Lagoon CDP,120
G06006616,Big Pine CDP,IFC001,871,Big Pine CDP,871
G06006635,Big River CDP,IFC001,1064,Big River CDP,1064
G06006728,Biola CDP,IFC001,351,Biola CDP,351
G06006798,Bishop city,IFC001,1926,Bishop city,1926
G06006928,Blackhawk CDP,IFC001,3477,Blackhawk CDP,3477
G06006935,Blacklake CDP,IFC001,605,Blacklake CDP,605
G06006982,Black Point-Green Point CDP,IFC001,615,Black Point-Green Point CDP,615
G06006994,Blairsden CDP,IFC001,34,Blairsden CDP,34
G06007036,Bloomfield CDP,IFC001,143,Bloomfield CDP,143
G06007064,Bloomington CDP,IFC001,5745,Bloomington CDP,5745
G06007162,Blue Lake city,IFC001,572,Blue Lake city,572
G06007172,Bluewater CDP,IFC001,592,Bluewater CDP,592
G06007218,Blythe city,IFC001,5473,Blythe city,5473
G06007246,Bodega CDP,IFC001,131,Bodega CDP,131
G06007260,Bodega Bay CDP,IFC001,1060,Bodega Bay CDP,1060
G06007274,Bodfish CDP,IFC001,1184,Bodfish CDP,1184
G06007316,Bolinas CDP,IFC001,986,Bolinas CDP,986
G06007372,Bombay Beach CDP,IFC001,449,Bombay Beach CDP,449
G06007379,Bonadelle Ranchos-Madera Ranchos CDP,IFC001,2937,Bonadelle Ranchos-Madera Ranchos CDP,2937
G06007414,Bonita CDP,IFC001,4477,Bonita CDP,4477
G06007470,Bonny Doon CDP,IFC001,1218,Bonny Doon CDP,1218
G06007498,Bonsall CDP,IFC001,1683,Bonsall CDP,1683
G06007512,Boonville CDP,IFC001,413,Boonville CDP,413
G06007525,Bootjack CDP,IFC001,451,Bootjack CDP,451
G06007568,Boron CDP,IFC001,1208,Boron CDP,1208
G06007578,Boronda CDP,IFC001,413,Boronda CDP,413
G06007596,Borrego Springs CDP,IFC001,2611,Borrego Springs CDP,2611
G06007624,Bostonia CDP,IFC001,5893,Bostonia CDP,5893
G06007652,Boulder Creek CDP,IFC001,2455,Boulder Creek CDP,2455
G06007694,Boulevard CDP,IFC001,218,Boulevard CDP,218
G06007750,Bowles CDP,IFC001,37,Bowles CDP,37
G06007848,Boyes Hot Springs CDP,IFC001,2508,Boyes Hot Springs CDP,2508
G06007946,Bradbury city,IFC001,400,Bradbury city,400
G06007974,Bradley CDP,IFC001,40,Bradley CDP,40
G06008058,Brawley city,IFC001,8231,Brawley city,8231
G06008100,Brea city,IFC001,14785,Brea city,14785
G06008142,Brentwood city,IFC001,17523,Brentwood city,17523
G06008172,Bret Harte CDP,IFC001,1293,Bret Harte CDP,1293
G06008240,Bridgeport CDP,IFC001,357,Bridgeport CDP,357
G06008310,Brisbane city,IFC001,1934,Brisbane city,1934
G06008338,Broadmoor CDP,IFC001,1392,Broadmoor CDP,1392
G06008478,Brookdale CDP,IFC001,912,Brookdale CDP,912
G06008530,Brooktrails CDP,IFC001,1444,Brooktrails CDP,1444
G06008680,Buckhorn CDP,IFC001,1662,Buckhorn CDP,1662
G06008716,Buck Meadows CDP,IFC001,37,Buck Meadows CDP,37
G06008744,Bucks Lake CDP,IFC001,261,Bucks Lake CDP,261
G06008758,Buellton city,IFC001,1845,Buellton city,1845
G06008786,Buena Park city,IFC001,24623,Buena Park city,24623
G06008828,Buena Vista CDP,IFC001,218,Buena Vista CDP,218
G06008954,Burbank city,IFC001,44309,Burbank city,44309
G06008968,Burbank CDP,IFC001,1982,Burbank CDP,1982
G06009066,Burlingame city,IFC001,13027,Burlingame city,13027
G06009122,Burney CDP,IFC001,1446,Burney CDP,1446
G06009150,Burnt Ranch CDP,IFC001,157,Burnt Ranch CDP,157
G06009310,Butte Creek Canyon CDP,IFC001,522,Butte Creek Canyon CDP,522
G06009318,Butte Meadows CDP,IFC001,242,Butte Meadows CDP,242
G06009324,Butte Valley CDP,IFC001,371,Butte Valley CDP,371
G06009332,Buttonwillow CDP,IFC001,406,Buttonwillow CDP,406
G06009346,Byron CDP,IFC001,415,Byron CDP,415
G06009353,Bystrom CDP,IFC001,1156,Bystrom CDP,1156
G06009360,Cabazon CDP,IFC001,932,Cabazon CDP,932
G06009598,Calabasas city,IFC001,8878,Calabasas city,8878
G06009710,Calexico city,IFC001,10651,Calexico city,10651
G06009780,California City city,IFC001,5210,California City city,5210
G06009822,California Hot Springs CDP,IFC001,68,California Hot Springs CDP,68
G06009834,California Pines CDP,IFC001,276,California Pines CDP,276
G06009864,Calimesa city,IFC001,3687,Calimesa city,3687
G06009878,Calipatria city,IFC001,1121,Calipatria city,1121
G06009892,Calistoga city,IFC001,2319,Calistoga city,2319
G06009948,Callender CDP,IFC001,481,Callender CDP,481
G06009990,Calpella CDP,IFC001,272,Calpella CDP,272
G06010004,Calpine CDP,IFC001,158,Calpine CDP,158
G06010031,Calwa CDP,IFC001,531,Calwa CDP,531
G06010042,Camanche North Shore CDP,IFC001,480,Camanche North Shore CDP,480
G06010044,Camanche Village CDP,IFC001,344,Camanche Village CDP,344
G06010046,Camarillo city,IFC001,25702,Camarillo city,25702
G06010074,Cambria CDP,IFC001,4062,Cambria CDP,4062
G06010088,Cambrian Park CDP,IFC001,1179,Cambrian Park CDP,1179
G06010256,Cameron Park CDP,IFC001,7610,Cameron Park CDP,7610
G06010270,Camino CDP,IFC001,810,Camino CDP,810
G06010301,Camino Tassajara CDP,IFC001,642,Camino Tassajara CDP,642
G06010345,Campbell city,IFC001,16950,Campbell city,16950
G06010494,Camp Nelson CDP,IFC001,383,Camp Nelson CDP,383
G06010508,Campo CDP,IFC001,1105,Campo CDP,1105
G06010559,Camp Pendleton North CDP,IFC001,1259,Camp Pendleton North CDP,1259
G06010561,Camp Pendleton South CDP,IFC001,2865,Camp Pendleton South CDP,2865
G06010676,Camptonville CDP,IFC001,81,Camptonville CDP,81
G06010732,Canby CDP,IFC001,76,Canby CDP,76
G06010816,Cantua Creek CDP,IFC001,128,Cantua Creek CDP,128
G06010914,Canyondam CDP,IFC001,27,Canyondam CDP,27
G06010928,Canyon Lake city,IFC001,4532,Canyon Lake city,4532
G06011040,Capitola city,IFC001,5534,Capitola city,5534
G06011166,Caribou CDP,IFC001,1,Caribou CDP,1
G06011194,Carlsbad city,IFC001,44673,Carlsbad city,44673
G06011250,Carmel-by-the-Sea city,IFC001,3417,Carmel-by-the-Sea city,3417
G06011324,Carmel Valley Village CDP,IFC001,2156,Carmel Valley Village CDP,2156
G06011376,Carmet CDP,IFC001,68,Carmet CDP,68
G06011390,Carmichael CDP,IFC001,28165,Carmichael CDP,28165
G06011418,Carnelian Bay CDP,IFC001,947,Carnelian Bay CDP,947
G06011446,Carpinteria city,IFC001,5429,Carpinteria city,5429
G06011481,Carrick CDP,IFC001,65,Carrick CDP,65
G06011530,Carson city,IFC001,26226,Carson city,26226
G06011600,Cartago CDP,IFC001,55,Cartago CDP,55
G06011614,Caruthers CDP,IFC001,680,Caruthers CDP,680
G06011656,Casa Conejo CDP,IFC001,1010,Casa Conejo CDP,1010
G06011691,Casa de Oro-Mount Helix CDP,IFC001,7249,Casa de Oro-Mount Helix CDP,7249
G06011754,Casmalia CDP,IFC001,61,Casmalia CDP,61
G06011768,Caspar CDP,IFC001,336,Caspar CDP,336
G06011782,Cassel CDP,IFC001,140,Cassel CDP,140
G06011796,Castaic CDP,IFC001,5932,Castaic CDP,5932
G06011915,Castle Hill CDP,IFC001,523,Castle Hill CDP,523
G06011964,Castro Valley CDP,IFC001,23392,Castro Valley CDP,23392
G06011978,Castroville CDP,IFC001,1539,Castroville CDP,1539
G06012048,Cathedral City city,IFC001,20995,Cathedral City city,20995
G06012062,Catheys Valley CDP,IFC001,381,Catheys Valley CDP,381
G06012132,Cayucos CDP,IFC001,2354,Cayucos CDP,2354
G06012146,Cazadero CDP,IFC001,335,Cazadero CDP,335
G06012300,Cedar Ridge CDP,IFC001,774,Cedar Ridge CDP,774
G06012314,Cedar Slope CDP,IFC001,79,Cedar Slope CDP,79
G06012328,Cedarville CDP,IFC001,294,Cedarville CDP,294
G06012412,Centerville CDP,IFC001,167,Centerville CDP,167
G06012524,Ceres city,IFC001,13673,Ceres city,13673
G06012552,Cerritos city,IFC001,15859,Cerritos city,15859
G06012594,Chalfant CDP,IFC001,301,Chalfant CDP,301
G06012612,Challenge-Brownsville CDP,IFC001,594,Challenge-Brownsville CDP,594
G06012669,Channel Islands Beach CDP,IFC001,1869,Channel Islands Beach CDP,1869
G06012734,Charter Oak CDP,IFC001,3144,Charter Oak CDP,3144
G06012818,Cherokee CDP,IFC001,30,Cherokee CDP,30
G06012860,Cherokee Strip CDP,IFC001,64,Cherokee Strip CDP,64
G06012902,Cherryland CDP,IFC001,4975,Cherryland CDP,4975
G06012916,Cherry Valley CDP,IFC001,2874,Cherry Valley CDP,2874
G06012930,Chester CDP,IFC001,1237,Chester CDP,1237
G06013014,Chico city,IFC001,37050,Chico city,37050
G06013077,Chilcoot-Vinton CDP,IFC001,248,Chilcoot-Vinton CDP,248
G06013157,China Lake Acres CDP,IFC001,855,China Lake Acres CDP,855
G06013182,Chinese Camp CDP,IFC001,60,Chinese Camp CDP,60
G06013210,Chino city,IFC001,21797,Chino city,21797
G06013214,Chino Hills city,IFC001,23617,Chino Hills city,23617
G06013294,Chowchilla city,IFC001,4154,Chowchilla city,4154
G06013364,Chualar CDP,IFC001,251,Chualar CDP,251
G06013392,Chula Vista city,IFC001,79416,Chula Vista city,79416
G06013560,Citrus CDP,IFC001,2701,Citrus CDP,2701
G06013588,Citrus Heights city,IFC001,35075,Citrus Heights city,35075
G06013756,Claremont city,IFC001,12156,Claremont city,12156
G06013784,Clarksburg CDP,IFC001,182,Clarksburg CDP,182
G06013854,Clay CDP,IFC001,429,Clay CDP,429
G06013882,Clayton city,IFC001,4086,Clayton city,4086
G06013910,Clear Creek CDP,IFC001,162,Clear Creek CDP,162
G06013945,Clearlake city,IFC001,8035,Clearlake city,8035
G06013966,Clearlake Oaks CDP,IFC001,1823,Clearlake Oaks CDP,1823
G06013985,Clearlake Riviera CDP,IFC001,1557,Clearlake Riviera CDP,1557
G06014008,Cleone CDP,IFC001,357,Cleone CDP,357
G06014106,Clio CDP,IFC001,60,Clio CDP,60
G06014148,Clipper Mills CDP,IFC001,148,Clipper Mills CDP,148
G06014190,Cloverdale city,IFC001,3427,Cloverdale city,3427
G06014218,Clovis city,IFC001,35306,Clovis city,35306
G06014232,Clyde CDP,IFC001,264,Clyde CDP,264
G06014260,Coachella city,IFC001,9903,Coachella city,9903
G06014274,Coalinga city,IFC001,4344,Coalinga city,4344
G06014288,Coarsegold CDP,IFC001,864,Coarsegold CDP,864
G06014302,Cobb CDP,IFC001,1064,Cobb CDP,1064
G06014406,Coffee Creek CDP,IFC001,152,Coffee Creek CDP,152
G06014442,Cohasset CDP,IFC001,408,Cohasset CDP,408
G06014450,Cold Springs CDP,IFC001,207,Cold Springs CDP,207
G06014454,Cold Springs CDP,IFC001,453,Cold Springs CDP,453
G06014484,Coleville CDP,IFC001,201,Coleville CDP,201
G06014498,Colfax city,IFC001,929,Colfax city,929
G06014554,College City CDP,IFC001,102,College City CDP,102
G06014708,Collierville CDP,IFC001,714,Collierville CDP,714
G06014736,Colma town,IFC001,586,Colma town,586
G06014764,Coloma CDP,IFC001,251,Coloma CDP,251
G06014890,Colton city,IFC001,16350,Colton city,16350
G06014904,Columbia CDP,IFC001,1117,Columbia CDP,1117
G06014946,Colusa city,IFC001,2282,Colusa city,2282
G06014974,Commerce city,IFC001,3470,Commerce city,3470
G06015030,Comptche CDP,IFC001,83,Comptche CDP,83
G06015044,Compton city,IFC001,24523,Compton city,24523
G06016000,Concord city,IFC001,47125,Concord city,47125
G06016035,Concow CDP,IFC001,360,Concow CDP,360
G06016210,Copperopolis CDP,IFC001,2336,Copperopolis CDP,2336
G06016224,Corcoran city,IFC001,3958,Corcoran city,3958
G06016322,Corning city,IFC001,2871,Corning city,2871
G06016350,Corona city,IFC001,47174,Corona city,47174
G06016378,Coronado city,IFC001,9634,Coronado city,9634
G06016420,Coronita CDP,IFC001,736,Coronita CDP,736
G06016434,Corralitos CDP,IFC001,888,Corralitos CDP,888
G06016462,Corte Madera town,IFC001,4026,Corte Madera town,4026
G06016532,Costa Mesa city,IFC001,42120,Costa Mesa city,42120
G06016560,Cotati city,IFC001,3143,Cotati city,3143
G06016580,Coto de Caza CDP,IFC001,4853,Coto de Caza CDP,4853
G06016630,Cottonwood CDP,IFC001,1306,Cottonwood CDP,1306
G06016644,Coultervillle CDP,IFC001,130,Coultervillle CDP,130
G06016651,Country Club CDP,IFC001,3770,Country Club CDP,3770
G06016714,Courtland CDP,IFC001,138,Courtland CDP,138
G06016728,Covelo CDP,IFC001,542,Covelo CDP,542
G06016742,Covina city,IFC001,16576,Covina city,16576
G06016762,Cowan CDP,IFC001,102,Cowan CDP,102
G06017022,Crescent City city,IFC001,1906,Crescent City city,1906
G06017050,Crescent Mills CDP,IFC001,115,Crescent Mills CDP,115
G06017078,Cressey CDP,IFC001,123,Cressey CDP,123
G06017106,Crest CDP,IFC001,997,Crest CDP,997
G06017162,Crestline CDP,IFC001,7333,Crestline CDP,7333
G06017204,Crestmore Heights CDP,IFC001,123,Crestmore Heights CDP,123
G06017232,Creston CDP,IFC001,39,Creston CDP,39
G06017267,C-Road CDP,IFC001,102,C-Road CDP,102
G06017274,Crockett CDP,IFC001,1649,Crockett CDP,1649
G06017288,Cromberg CDP,IFC001,188,Cromberg CDP,188
G06017372,Crowley Lake CDP,IFC001,499,Crowley Lake CDP,499
G06017428,Crows Landing CDP,IFC001,143,Crows Landing CDP,143
G06017498,Cudahy city,IFC001,5770,Cudahy city,5770
G06017568,Culver City city,IFC001,17491,Culver City city,17491
G06017610,Cupertino city,IFC001,21027,Cupertino city,21027
G06017708,Cutler CDP,IFC001,1136,Cutler CDP,1136
G06017722,Cutten CDP,IFC001,1372,Cutten CDP,1372
G06017727,Cuyama CDP,IFC001,30,Cuyama CDP,30
G06017750,Cypress city,IFC001,16068,Cypress city,16068
G06017918,Daly City city,IFC001,32588,Daly City city,32588
G06017946,Dana Point city,IFC001,15938,Dana Point city,15938
G06017988,Danville town,IFC001,15934,Danville town,15934
G06017995,Daphnedale Park CDP,IFC001,83,Daphnedale Park CDP,83
G06018030,Darwin CDP,IFC001,46,Darwin CDP,46
G06018086,Davenport CDP,IFC001,139,Davenport CDP,139
G06018100,Davis city,IFC001,25869,Davis city,25869
G06018153,Day Valley CDP,IFC001,1366,Day Valley CDP,1366
G06018324,Deer Park CDP,IFC001,685,Deer Park CDP,685
G06018352,Del Aire CDP,IFC001,3428,Del Aire CDP,3428
G06018394,Delano city,IFC001,10713,Delano city,10713
G06018450,Delft Colony CDP,IFC001,124,Delft Colony CDP,124
G06018464,Delhi CDP,IFC001,2854,Delhi CDP,2854
G06018485,Delleker CDP,IFC001,330,Delleker CDP,330
G06018506,Del Mar city,IFC001,2596,Del Mar city,2596
G06018590,Del Monte Forest CDP,IFC001,2811,Del Monte Forest CDP,2811
G06018674,Del Rey CDP,IFC001,395,Del Rey CDP,395
G06018688,Del Rey Oaks city,IFC001,741,Del Rey Oaks city,741
G06018695,Del Rio CDP,IFC001,515,Del Rio CDP,515
G06018856,Denair CDP,IFC001,1523,Denair CDP,1523
G06018926,Derby Acres CDP,IFC001,144,Derby Acres CDP,144
G06018940,Descanso CDP,IFC001,696,Descanso CDP,696
G06018982,Desert Center CDP,IFC001,140,Desert Center CDP,140
G06018986,Desert Edge CDP,IFC001,3492,Desert Edge CDP,3492
G06018996,Desert Hot Springs city,IFC001,10902,Desert Hot Springs city,10902
G06019022,Desert Palms CDP,IFC001,5055,Desert Palms CDP,5055
G06019024,Desert Shores CDP,IFC001,421,Desert Shores CDP,421
G06019052,Desert View Highlands CDP,IFC001,764,Desert View Highlands CDP,764
G06019150,Diablo CDP,IFC001,439,Diablo CDP,439
G06019155,Diablo Grande CDP,IFC001,422,Diablo Grande CDP,422
G06019192,Diamond Bar city,IFC001,18455,Diamond Bar city,18455
G06019220,Diamond Springs CDP,IFC001,4921,Diamond Springs CDP,4921
G06019262,Dillon Beach CDP,IFC001,440,Dillon Beach CDP,440
G06019318,Dinuba city,IFC001,5868,Dinuba city,5868
G06019339,Discovery Bay CDP,IFC001,5403,Discovery Bay CDP,5403
G06019402,Dixon city,IFC001,6172,Dixon city,6172
G06019406,Dixon Lane-Meadow Creek CDP,IFC001,1273,Dixon Lane-Meadow Creek CDP,1273
G06019416,Dobbins CDP,IFC001,319,Dobbins CDP,319
G06019440,Dogtown CDP,IFC001,924,Dogtown CDP,924
G06019455,Dollar Point CDP,IFC001,1822,Dollar Point CDP,1822
G06019570,Dorrington CDP,IFC001,1689,Dorrington CDP,1689
G06019584,Dorris city,IFC001,414,Dorris city,414
G06019612,Dos Palos city,IFC001,1700,Dos Palos city,1700
G06019654,Dos Palos Y CDP,IFC001,123,Dos Palos Y CDP,123
G06019724,Douglas City CDP,IFC001,415,Douglas City CDP,415
G06019766,Downey city,IFC001,35601,Downey city,35601
G06019794,Downieville CDP,IFC001,225,Downieville CDP,225
G06019878,Doyle CDP,IFC001,318,Doyle CDP,318
G06019976,Drytown CDP,IFC001,80,Drytown CDP,80
G06019990,Duarte city,IFC001,7254,Duarte city,7254
G06020018,Dublin city,IFC001,15782,Dublin city,15782
G06020032,Ducor CDP,IFC001,154,Ducor CDP,154
G06020228,Dunnigan CDP,IFC001,558,Dunnigan CDP,558
G06020242,Dunsmuir city,IFC001,1110,Dunsmuir city,1110
G06020270,Durham CDP,IFC001,2242,Durham CDP,2242
G06020284,Dustin Acres CDP,IFC001,252,Dustin Acres CDP,252
G06020298,Dutch Flat CDP,IFC001,138,Dutch Flat CDP,138
G06020424,Eagleville CDP,IFC001,47,Eagleville CDP,47
G06020438,Earlimart CDP,IFC001,2023,Earlimart CDP,2023
G06020598,East Foothills CDP,IFC001,2830,East Foothills CDP,2830
G06020697,East Hemet CDP,IFC001,5869,East Hemet CDP,5869
G06020746,East La Mirada CDP,IFC001,3391,East La Mirada CDP,3391
G06020802,East Los Angeles CDP,IFC001,32201,East Los Angeles CDP,32201
G06020900,East Nicolaus CDP,IFC001,101,East Nicolaus CDP,101
G06020907,East Oakdale CDP,IFC001,1102,East Oakdale CDP,1102
G06020928,Easton CDP,IFC001,667,Easton CDP,667
G06020942,East Orosi CDP,IFC001,116,East Orosi CDP,116
G06020956,East Palo Alto city,IFC001,7819,East Palo Alto city,7819
G06020984,East Pasadena CDP,IFC001,2184,East Pasadena CDP,2184
G06021012,East Porterville CDP,IFC001,1750,East Porterville CDP,1750
G06021026,East Quincy CDP,IFC001,1170,East Quincy CDP,1170
G06021034,East Rancho Dominguez CDP,IFC001,3186,East Rancho Dominguez CDP,3186
G06021061,East Richmond Heights CDP,IFC001,1452,East Richmond Heights CDP,1452
G06021096,East San Gabriel CDP,IFC001,5365,East San Gabriel CDP,5365
G06021138,East Shore CDP,IFC001,265,East Shore CDP,265
G06021188,East Sonora CDP,IFC001,1279,East Sonora CDP,1279
G06021210,East Tulare Villa CDP,IFC001,218,East Tulare Villa CDP,218
G06021230,Eastvale CDP,IFC001,14494,Eastvale CDP,14494
G06021530,Edgewood CDP,IFC001,19,Edgewood CDP,19
G06021558,Edmundson Acres CDP,IFC001,80,Edmundson Acres CDP,80
G06021565,Edna CDP,IFC001,71,Edna CDP,71
G06021600,Edwards AFB CDP,IFC001,785,Edwards AFB CDP,785
G06021712,El Cajon city,IFC001,35850,El Cajon city,35850
G06021782,El Centro city,IFC001,14476,El Centro city,14476
G06021796,El Cerrito city,IFC001,10716,El Cerrito city,10716
G06021810,El Cerrito CDP,IFC001,1449,El Cerrito CDP,1449
G06021880,El Dorado Hills CDP,IFC001,14994,El Dorado Hills CDP,14994
G06021894,Eldridge CDP,IFC001,563,Eldridge CDP,563
G06021936,El Granada CDP,IFC001,2198,El Granada CDP,2198
G06021964,Elizabeth Lake CDP,IFC001,745,Elizabeth Lake CDP,745
G06022006,Elk Creek CDP,IFC001,84,Elk Creek CDP,84
G06022020,Elk Grove city,IFC001,50634,Elk Grove city,50634
G06022034,Elkhorn CDP,IFC001,565,Elkhorn CDP,565
G06022146,Elmira CDP,IFC001,91,Elmira CDP,91
G06022230,El Monte city,IFC001,29069,El Monte city,29069
G06022286,El Nido CDP,IFC001,105,El Nido CDP,105
