gisjoin,name_dp,var_code,dp,name_sf,sf
G56039395,Hyattville CDP,H79010,4,Hyattville CDP,0
G56040120,Jackson town,H79010,362,Jackson town,662
G56040265,James Town CDP,H79010,26,James Town CDP,16
G56040555,Jeffrey City CDP,H79010,0,Jeffrey City CDP,0
G56040945,Johnstown CDP,H79010,4,Johnstown CDP,6
G56041353,Kaycee town,H79010,7,Kaycee town,1
G56041860,Kelly CDP,H79010,9,Kelly CDP,1
G56042005,Kemmerer city,H79010,44,Kemmerer city,64
G56042730,Kirby town,H79010,0,Kirby town,1
G56043455,La Barge town,H79010,21,La Barge town,2
G56043745,La Grange town,H79010,4,La Grange town,7
G56044252,Lakeview North CDP,H79010,0,Lakeview North CDP,1
G56044615,Lance Creek CDP,H79010,4,Lance Creek CDP,1
G56044760,Lander city,H79010,181,Lander city,107
G56045050,Laramie city,H79010,738,Laramie city,1027
G56046790,Lingle town,H79010,29,Lingle town,3
G56046935,Little America CDP,H79010,7,Little America CDP,8
G56047370,Lonetree CDP,H79010,0,Lonetree CDP,0
G56047805,Lost Springs town,H79010,1,Lost Springs town,0
G56047950,Lovell town,H79010,58,Lovell town,71
G56048240,Lucerne CDP,H79010,8,Lucerne CDP,2
G56048530,Lusk town,H79010,67,Lusk town,4
G56048675,Lyman town,H79010,31,Lyman town,22
G56049400,McKinnon CDP,H79010,0,McKinnon CDP,1
G56049775,Mammoth CDP,H79010,5,Mammoth CDP,1
G56049980,Manderson town,H79010,0,Manderson town,3
G56050270,Manville town,H79010,3,Manville town,1
G56050415,Marbleton town,H79010,72,Marbleton town,40
G56051285,Meadow Acres CDP,H79010,5,Meadow Acres CDP,0
G56051575,Medicine Bow town,H79010,40,Medicine Bow town,8
G56051720,Meeteetse town,H79010,16,Meeteetse town,2
G56052445,Midwest town,H79010,3,Midwest town,3
G56053460,Mills town,H79010,126,Mills town,64
G56054185,Moorcroft town,H79010,35,Moorcroft town,14
G56054402,Moose Wilson Road CDP,H79010,27,Moose Wilson Road CDP,14
G56055200,Mountain View CDP,H79010,3,Mountain View CDP,3
G56055345,Mountain View town,H79010,25,Mountain View town,13
G56056215,Newcastle city,H79010,160,Newcastle city,28
G56056520,Nordic CDP,H79010,2,Nordic CDP,4
G56056700,North Rock Springs CDP,H79010,78,North Rock Springs CDP,57
G56057375,Oakley CDP,H79010,1,Oakley CDP,0
G56057810,Opal town,H79010,9,Opal town,1
G56058100,Orin CDP,H79010,12,Orin CDP,0
G56058680,Osage CDP,H79010,30,Osage CDP,0
G56058970,Osmond CDP,H79010,10,Osmond CDP,4
G56059332,Owl Creek CDP,H79010,0,Owl Creek CDP,0
G56059985,Parkman CDP,H79010,0,Parkman CDP,2
G56060130,Pavillion town,H79010,0,Pavillion town,3
G56061435,Pine Bluffs town,H79010,19,Pine Bluffs town,39
G56061580,Pinedale town,H79010,72,Pinedale town,52
G56061610,Pine Haven town,H79010,43,Pine Haven town,2
G56062305,Powder River CDP,H79010,2,Powder River CDP,0
G56062450,Powell city,H79010,148,Powell city,181
G56062812,Purple Sage CDP,H79010,21,Purple Sage CDP,39
G56063100,Rafter J Ranch CDP,H79010,24,Rafter J Ranch CDP,10
G56063465,Ralston CDP,H79010,0,Ralston CDP,5
G56063755,Ranchester town,H79010,25,Ranchester town,12
G56063800,Ranchettes CDP,H79010,94,Ranchettes CDP,96
G56063900,Rawlins city,H79010,518,Rawlins city,719
G56064400,Red Butte CDP,H79010,10,Red Butte CDP,3
G56065060,Reliance CDP,H79010,41,Reliance CDP,29
G56066075,Riverside town,H79010,0,Riverside town,1
G56066220,Riverton city,H79010,172,Riverton city,253
G56066655,Robertson CDP,H79010,1,Robertson CDP,0
G56067090,Rock River town,H79010,6,Rock River town,8
G56067235,Rock Springs city,H79010,882,Rock Springs city,1116
G56067440,Rolling Hills town,H79010,2,Rolling Hills town,6
G56067670,Ryan Park CDP,H79010,9,Ryan Park CDP,0
G56068685,Saratoga town,H79010,70,Saratoga town,28
G56069700,Shell CDP,H79010,10,Shell CDP,1
G56069845,Sheridan city,H79010,369,Sheridan city,224
G56070570,Shoshoni town,H79010,7,Shoshoni town,17
G56071150,Sinclair town,H79010,30,Sinclair town,5
G56071295,Slater CDP,H79010,1,Slater CDP,1
G56071350,Sleepy Hollow CDP,H79010,11,Sleepy Hollow CDP,10
G56071440,Smoot CDP,H79010,0,Smoot CDP,0
G56071800,South Greeley CDP,H79010,61,South Greeley CDP,260
G56071947,South Park CDP,H79010,10,South Park CDP,26
G56073180,Star Valley Ranch town,H79010,24,Star Valley Ranch town,15
G56073615,Story CDP,H79010,15,Story CDP,7
G56074195,Sundance town,H79010,62,Sundance town,2
G56074775,Superior town,H79010,11,Superior town,16
G56075355,Table Rock CDP,H79010,0,Table Rock CDP,0
G56075572,Taylor CDP,H79010,10,Taylor CDP,2
G56075790,Ten Sleep town,H79010,19,Ten Sleep town,1
G56075935,Teton Village CDP,H79010,7,Teton Village CDP,5
G56076370,Thayne town,H79010,13,Thayne town,8
G56076515,Thermopolis town,H79010,84,Thermopolis town,18
G56077530,Torrington city,H79010,132,Torrington city,205
G56078400,Turnerville CDP,H79010,5,Turnerville CDP,0
G56079125,Upton town,H79010,96,Upton town,9
G56079270,Urie CDP,H79010,0,Urie CDP,0
G56079705,Van Tassell town,H79010,0,Van Tassell town,0
G56080285,Veteran CDP,H79010,0,Veteran CDP,0
G56080575,Vista West CDP,H79010,21,Vista West CDP,5
G56081300,Wamsutter town,H79010,39,Wamsutter town,29
G56081640,Warren AFB CDP,H79010,56,Warren AFB CDP,79
G56081703,Washam CDP,H79010,3,Washam CDP,0
G56082967,Westview Circle CDP,H79010,1,Westview Circle CDP,0
G56083040,Wheatland town,H79010,176,Wheatland town,81
G56083100,Whiting CDP,H79010,1,Whiting CDP,2
G56083765,Wilson CDP,H79010,68,Wilson CDP,9
G56084852,Woods Landing-Jelm CDP,H79010,0,Woods Landing-Jelm CDP,0
G56084925,Worland city,H79010,286,Worland city,273
G56085015,Wright town,H79010,65,Wright town,33
G56086665,Yoder town,H79010,2,Yoder town,2
G56086737,Y-O Ranch CDP,H79010,2,Y-O Ranch CDP,7
G56000245,Afton town,H79011,3,Afton town,6
G56000680,Albany CDP,H79011,1,Albany CDP,0
G56000825,Albin town,H79011,3,Albin town,15
G56001115,Alcova CDP,H79011,5,Alcova CDP,2
G56001695,Alpine town,H79011,1,Alpine town,5
G56001888,Alpine Northeast CDP,H79011,0,Alpine Northeast CDP,2
G56001936,Alpine Northwest CDP,H79011,0,Alpine Northwest CDP,3
G56001985,Alta CDP,H79011,0,Alta CDP,2
G56002877,Antelope Hills CDP,H79011,0,Antelope Hills CDP,1
G56002900,Antelope Valley-Crestview CDP,H79011,19,Antelope Valley-Crestview CDP,14
G56003000,Arapahoe CDP,H79011,12,Arapahoe CDP,4
G56003245,Arlington CDP,H79011,0,Arlington CDP,0
G56003652,Arrowhead Springs CDP,H79011,9,Arrowhead Springs CDP,0
G56003725,Arvada CDP,H79011,0,Arvada CDP,0
G56004015,Atlantic City CDP,H79011,0,Atlantic City CDP,1
G56004160,Auburn CDP,H79011,0,Auburn CDP,1
G56004740,Baggs town,H79011,10,Baggs town,8
G56004885,Bairoil town,H79011,6,Bairoil town,4
G56005245,Bar Nunn town,H79011,15,Bar Nunn town,15
G56005320,Basin town,H79011,39,Basin town,7
G56005625,Bear River town,H79011,1,Bear River town,5
G56006045,Bedford CDP,H79011,0,Bedford CDP,0
G56006407,Bessemer Bend CDP,H79011,6,Bessemer Bend CDP,1
G56006480,Beulah CDP,H79011,6,Beulah CDP,0
G56006770,Big Horn CDP,H79011,3,Big Horn CDP,2
G56007060,Big Piney town,H79011,0,Big Piney town,1
G56008365,Bondurant CDP,H79011,13,Bondurant CDP,0
G56009235,Boulder CDP,H79011,0,Boulder CDP,2
G56009307,Boulder Flats CDP,H79011,0,Boulder Flats CDP,0
G56010175,Brookhurst CDP,H79011,0,Brookhurst CDP,1
G56010685,Buffalo city,H79011,45,Buffalo city,30
G56011120,Burlington town,H79011,2,Burlington town,3
G56011265,Burns town,H79011,5,Burns town,2
G56011700,Byron town,H79011,9,Byron town,13
G56012860,Carpenter CDP,H79011,4,Carpenter CDP,3
G56013005,Carter CDP,H79011,2,Carter CDP,0
G56013150,Casper city,H79011,489,Casper city,652
G56013222,Casper Mountain CDP,H79011,5,Casper Mountain CDP,4
G56013440,Centennial CDP,H79011,13,Centennial CDP,2
G56013900,Cheyenne city,H79011,1518,Cheyenne city,1840
G56014097,Chugcreek CDP,H79011,1,Chugcreek CDP,2
G56014165,Chugwater town,H79011,1,Chugwater town,3
G56015325,Clearmont town,H79011,1,Clearmont town,1
G56015400,Clearview Acres CDP,H79011,4,Clearview Acres CDP,29
G56015760,Cody city,H79011,125,Cody city,55
G56015905,Cokeville town,H79011,0,Cokeville town,1
G56017210,Cora CDP,H79011,12,Cora CDP,3
G56017645,Cowley town,H79011,4,Cowley town,3
G56018225,Crowheart CDP,H79011,5,Crowheart CDP,0
G56018950,Daniel CDP,H79011,8,Daniel CDP,0
G56019385,Dayton town,H79011,3,Dayton town,2
G56019530,Deaver town,H79011,0,Deaver town,0
G56020110,Diamondville town,H79011,2,Diamondville town,13
G56020690,Dixon town,H79011,3,Dixon town,1
G56021125,Douglas city,H79011,95,Douglas city,79
G56021415,Dubois town,H79011,8,Dubois town,1
G56022720,East Thermopolis town,H79011,0,East Thermopolis town,1
G56023010,Eden CDP,H79011,14,Eden CDP,4
G56023155,Edgerton town,H79011,0,Edgerton town,3
G56024025,Elk Mountain town,H79011,6,Elk Mountain town,1
G56024750,Encampment town,H79011,5,Encampment town,1
G56025185,Esterbrook CDP,H79011,4,Esterbrook CDP,0
G56025330,Ethete CDP,H79011,3,Ethete CDP,2
G56025475,Etna CDP,H79011,0,Etna CDP,0
G56025620,Evanston city,H79011,169,Evanston city,166
G56025765,Evansville town,H79011,12,Evansville town,46
G56025910,Fairview CDP,H79011,0,Fairview CDP,1
G56026055,Farson CDP,H79011,31,Farson CDP,4
G56027650,Fontenelle CDP,H79011,0,Fontenelle CDP,0
G56027940,Fort Bridger CDP,H79011,0,Fort Bridger CDP,5
G56028230,Fort Laramie town,H79011,8,Fort Laramie town,0
G56028665,Fort Washakie CDP,H79011,18,Fort Washakie CDP,2
G56029300,Fox Farm-College CDP,H79011,131,Fox Farm-College CDP,105
G56029390,Fox Park CDP,H79011,0,Fox Park CDP,0
G56029825,Frannie town,H79011,5,Frannie town,4
G56030115,Freedom CDP,H79011,2,Freedom CDP,1
G56030985,Garland CDP,H79011,0,Garland CDP,2
G56031855,Gillette city,H79011,364,Gillette city,409
G56032290,Glendo town,H79011,21,Glendo town,2
G56032435,Glenrock town,H79011,7,Glenrock town,31
G56032870,Granger town,H79011,0,Granger town,1
G56033740,Green River city,H79011,175,Green River city,336
G56033885,Greybull town,H79011,25,Greybull town,24
G56034030,Grover CDP,H79011,0,Grover CDP,0
G56034320,Guernsey town,H79011,32,Guernsey town,35
G56035335,Hanna town,H79011,44,Hanna town,8
G56035552,Hartrandt CDP,H79011,8,Hartrandt CDP,6
G56035625,Hartville town,H79011,0,Hartville town,2
G56036060,Hawk Springs CDP,H79011,1,Hawk Springs CDP,0
G56037510,Hillsdale CDP,H79011,0,Hillsdale CDP,0
G56037727,Hill View Heights CDP,H79011,0,Hill View Heights CDP,0
G56037945,Hoback CDP,H79011,14,Hoback CDP,25
G56038307,Homa Hills CDP,H79011,1,Homa Hills CDP,0
G56038960,Hudson town,H79011,0,Hudson town,1
G56039105,Hulett town,H79011,8,Hulett town,0
G56039250,Huntley CDP,H79011,0,Huntley CDP,0
G56039395,Hyattville CDP,H79011,0,Hyattville CDP,0
G56040120,Jackson town,H79011,129,Jackson town,261
G56040265,James Town CDP,H79011,6,James Town CDP,7
G56040555,Jeffrey City CDP,H79011,0,Jeffrey City CDP,0
G56040945,Johnstown CDP,H79011,4,Johnstown CDP,2
G56041353,Kaycee town,H79011,4,Kaycee town,1
G56041860,Kelly CDP,H79011,2,Kelly CDP,1
G56042005,Kemmerer city,H79011,0,Kemmerer city,25
G56042730,Kirby town,H79011,0,Kirby town,0
G56043455,La Barge town,H79011,10,La Barge town,1
G56043745,La Grange town,H79011,0,La Grange town,3
G56044252,Lakeview North CDP,H79011,0,Lakeview North CDP,1
G56044615,Lance Creek CDP,H79011,3,Lance Creek CDP,1
G56044760,Lander city,H79011,65,Lander city,66
G56045050,Laramie city,H79011,500,Laramie city,650
G56046790,Lingle town,H79011,23,Lingle town,1
G56046935,Little America CDP,H79011,3,Little America CDP,3
G56047370,Lonetree CDP,H79011,0,Lonetree CDP,0
G56047805,Lost Springs town,H79011,1,Lost Springs town,0
G56047950,Lovell town,H79011,6,Lovell town,38
G56048240,Lucerne CDP,H79011,5,Lucerne CDP,2
G56048530,Lusk town,H79011,15,Lusk town,2
G56048675,Lyman town,H79011,8,Lyman town,15
G56049400,McKinnon CDP,H79011,0,McKinnon CDP,0
G56049775,Mammoth CDP,H79011,0,Mammoth CDP,1
G56049980,Manderson town,H79011,0,Manderson town,1
G56050270,Manville town,H79011,3,Manville town,1
G56050415,Marbleton town,H79011,20,Marbleton town,11
G56051285,Meadow Acres CDP,H79011,5,Meadow Acres CDP,0
G56051575,Medicine Bow town,H79011,29,Medicine Bow town,3
G56051720,Meeteetse town,H79011,4,Meeteetse town,1
G56052445,Midwest town,H79011,0,Midwest town,2
G56053460,Mills town,H79011,36,Mills town,28
G56054185,Moorcroft town,H79011,8,Moorcroft town,10
G56054402,Moose Wilson Road CDP,H79011,18,Moose Wilson Road CDP,11
G56055200,Mountain View CDP,H79011,3,Mountain View CDP,1
G56055345,Mountain View town,H79011,0,Mountain View town,7
G56056215,Newcastle city,H79011,56,Newcastle city,16
G56056520,Nordic CDP,H79011,0,Nordic CDP,2
G56056700,North Rock Springs CDP,H79011,33,North Rock Springs CDP,30
G56057375,Oakley CDP,H79011,0,Oakley CDP,0
G56057810,Opal town,H79011,7,Opal town,0
G56058100,Orin CDP,H79011,3,Orin CDP,0
G56058680,Osage CDP,H79011,21,Osage CDP,0
G56058970,Osmond CDP,H79011,0,Osmond CDP,2
G56059332,Owl Creek CDP,H79011,0,Owl Creek CDP,0
G56059985,Parkman CDP,H79011,0,Parkman CDP,1
G56060130,Pavillion town,H79011,0,Pavillion town,2
G56061435,Pine Bluffs town,H79011,18,Pine Bluffs town,24
G56061580,Pinedale town,H79011,23,Pinedale town,21
G56061610,Pine Haven town,H79011,22,Pine Haven town,2
G56062305,Powder River CDP,H79011,1,Powder River CDP,0
G56062450,Powell city,H79011,114,Powell city,130
G56062812,Purple Sage CDP,H79011,18,Purple Sage CDP,13
G56063100,Rafter J Ranch CDP,H79011,20,Rafter J Ranch CDP,6
G56063465,Ralston CDP,H79011,0,Ralston CDP,3
G56063755,Ranchester town,H79011,18,Ranchester town,7
G56063800,Ranchettes CDP,H79011,59,Ranchettes CDP,73
G56063900,Rawlins city,H79011,354,Rawlins city,404
G56064400,Red Butte CDP,H79011,4,Red Butte CDP,2
G56065060,Reliance CDP,H79011,5,Reliance CDP,15
G56066075,Riverside town,H79011,0,Riverside town,1
G56066220,Riverton city,H79011,107,Riverton city,129
G56066655,Robertson CDP,H79011,0,Robertson CDP,0
G56067090,Rock River town,H79011,1,Rock River town,4
G56067235,Rock Springs city,H79011,436,Rock Springs city,497
G56067440,Rolling Hills town,H79011,2,Rolling Hills town,6
G56067670,Ryan Park CDP,H79011,9,Ryan Park CDP,0
G56068685,Saratoga town,H79011,31,Saratoga town,14
G56069700,Shell CDP,H79011,0,Shell CDP,1
G56069845,Sheridan city,H79011,192,Sheridan city,132
G56070570,Shoshoni town,H79011,4,Shoshoni town,14
G56071150,Sinclair town,H79011,20,Sinclair town,1
G56071295,Slater CDP,H79011,1,Slater CDP,1
G56071350,Sleepy Hollow CDP,H79011,2,Sleepy Hollow CDP,4
G56071440,Smoot CDP,H79011,0,Smoot CDP,0
G56071800,South Greeley CDP,H79011,31,South Greeley CDP,118
G56071947,South Park CDP,H79011,4,South Park CDP,8
G56073180,Star Valley Ranch town,H79011,6,Star Valley Ranch town,8
G56073615,Story CDP,H79011,2,Story CDP,5
G56074195,Sundance town,H79011,25,Sundance town,1
G56074775,Superior town,H79011,2,Superior town,13
G56075355,Table Rock CDP,H79011,0,Table Rock CDP,0
G56075572,Taylor CDP,H79011,10,Taylor CDP,1
G56075790,Ten Sleep town,H79011,6,Ten Sleep town,1
G56075935,Teton Village CDP,H79011,0,Teton Village CDP,3
G56076370,Thayne town,H79011,9,Thayne town,3
G56076515,Thermopolis town,H79011,35,Thermopolis town,9
G56077530,Torrington city,H79011,75,Torrington city,144
G56078400,Turnerville CDP,H79011,5,Turnerville CDP,0
G56079125,Upton town,H79011,46,Upton town,5
G56079270,Urie CDP,H79011,0,Urie CDP,0
G56079705,Van Tassell town,H79011,0,Van Tassell town,0
G56080285,Veteran CDP,H79011,0,Veteran CDP,0
G56080575,Vista West CDP,H79011,8,Vista West CDP,4
G56081300,Wamsutter town,H79011,13,Wamsutter town,13
G56081640,Warren AFB CDP,H79011,54,Warren AFB CDP,38
G56081703,Washam CDP,H79011,1,Washam CDP,0
G56082967,Westview Circle CDP,H79011,0,Westview Circle CDP,0
G56083040,Wheatland town,H79011,126,Wheatland town,53
G56083100,Whiting CDP,H79011,1,Whiting CDP,2
G56083765,Wilson CDP,H79011,40,Wilson CDP,6
G56084852,Woods Landing-Jelm CDP,H79011,0,Woods Landing-Jelm CDP,0
G56084925,Worland city,H79011,119,Worland city,147
G56085015,Wright town,H79011,27,Wright town,18
G56086665,Yoder town,H79011,0,Yoder town,2
G56086737,Y-O Ranch CDP,H79011,2,Y-O Ranch CDP,3
G56000245,Afton town,H79012,9,Afton town,0
G56000680,Albany CDP,H79012,0,Albany CDP,0
G56000825,Albin town,H79012,0,Albin town,0
G56001115,Alcova CDP,H79012,0,Alcova CDP,0
G56001695,Alpine town,H79012,0,Alpine town,0
G56001888,Alpine Northeast CDP,H79012,0,Alpine Northeast CDP,0
G56001936,Alpine Northwest CDP,H79012,0,Alpine Northwest CDP,0
G56001985,Alta CDP,H79012,0,Alta CDP,0
G56002877,Antelope Hills CDP,H79012,0,Antelope Hills CDP,0
G56002900,Antelope Valley-Crestview CDP,H79012,0,Antelope Valley-Crestview CDP,0
G56003000,Arapahoe CDP,H79012,0,Arapahoe CDP,0
G56003245,Arlington CDP,H79012,0,Arlington CDP,0
G56003652,Arrowhead Springs CDP,H79012,0,Arrowhead Springs CDP,0
G56003725,Arvada CDP,H79012,0,Arvada CDP,1
G56004015,Atlantic City CDP,H79012,0,Atlantic City CDP,0
G56004160,Auburn CDP,H79012,0,Auburn CDP,0
G56004740,Baggs town,H79012,0,Baggs town,0
G56004885,Bairoil town,H79012,0,Bairoil town,0
G56005245,Bar Nunn town,H79012,8,Bar Nunn town,1
G56005320,Basin town,H79012,13,Basin town,0
G56005625,Bear River town,H79012,0,Bear River town,0
G56006045,Bedford CDP,H79012,0,Bedford CDP,0
G56006407,Bessemer Bend CDP,H79012,0,Bessemer Bend CDP,0
G56006480,Beulah CDP,H79012,0,Beulah CDP,0
G56006770,Big Horn CDP,H79012,0,Big Horn CDP,0
G56007060,Big Piney town,H79012,7,Big Piney town,0
G56008365,Bondurant CDP,H79012,0,Bondurant CDP,0
G56009235,Boulder CDP,H79012,0,Boulder CDP,0
G56009307,Boulder Flats CDP,H79012,0,Boulder Flats CDP,0
G56010175,Brookhurst CDP,H79012,0,Brookhurst CDP,0
G56010685,Buffalo city,H79012,0,Buffalo city,0
G56011120,Burlington town,H79012,0,Burlington town,0
G56011265,Burns town,H79012,0,Burns town,0
G56011700,Byron town,H79012,0,Byron town,0
G56012860,Carpenter CDP,H79012,0,Carpenter CDP,0
G56013005,Carter CDP,H79012,0,Carter CDP,0
G56013150,Casper city,H79012,5,Casper city,11
G56013222,Casper Mountain CDP,H79012,0,Casper Mountain CDP,0
G56013440,Centennial CDP,H79012,0,Centennial CDP,0
G56013900,Cheyenne city,H79012,11,Cheyenne city,30
G56014097,Chugcreek CDP,H79012,0,Chugcreek CDP,0
G56014165,Chugwater town,H79012,0,Chugwater town,0
G56015325,Clearmont town,H79012,0,Clearmont town,0
G56015400,Clearview Acres CDP,H79012,0,Clearview Acres CDP,1
G56015760,Cody city,H79012,5,Cody city,0
G56015905,Cokeville town,H79012,0,Cokeville town,0
G56017210,Cora CDP,H79012,0,Cora CDP,0
G56017645,Cowley town,H79012,0,Cowley town,0
G56018225,Crowheart CDP,H79012,0,Crowheart CDP,0
G56018950,Daniel CDP,H79012,0,Daniel CDP,0
G56019385,Dayton town,H79012,3,Dayton town,0
G56019530,Deaver town,H79012,0,Deaver town,0
G56020110,Diamondville town,H79012,0,Diamondville town,0
G56020690,Dixon town,H79012,0,Dixon town,1
G56021125,Douglas city,H79012,11,Douglas city,0
G56021415,Dubois town,H79012,0,Dubois town,0
G56022720,East Thermopolis town,H79012,1,East Thermopolis town,0
G56023010,Eden CDP,H79012,0,Eden CDP,0
G56023155,Edgerton town,H79012,0,Edgerton town,0
G56024025,Elk Mountain town,H79012,0,Elk Mountain town,0
G56024750,Encampment town,H79012,0,Encampment town,0
G56025185,Esterbrook CDP,H79012,0,Esterbrook CDP,0
G56025330,Ethete CDP,H79012,4,Ethete CDP,0
G56025475,Etna CDP,H79012,0,Etna CDP,0
G56025620,Evanston city,H79012,14,Evanston city,2
G56025765,Evansville town,H79012,0,Evansville town,1
G56025910,Fairview CDP,H79012,0,Fairview CDP,0
G56026055,Farson CDP,H79012,0,Farson CDP,0
G56027650,Fontenelle CDP,H79012,0,Fontenelle CDP,0
G56027940,Fort Bridger CDP,H79012,0,Fort Bridger CDP,0
G56028230,Fort Laramie town,H79012,0,Fort Laramie town,0
G56028665,Fort Washakie CDP,H79012,0,Fort Washakie CDP,0
G56029300,Fox Farm-College CDP,H79012,0,Fox Farm-College CDP,1
G56029390,Fox Park CDP,H79012,0,Fox Park CDP,0
G56029825,Frannie town,H79012,0,Frannie town,0
G56030115,Freedom CDP,H79012,0,Freedom CDP,0
G56030985,Garland CDP,H79012,0,Garland CDP,0
G56031855,Gillette city,H79012,4,Gillette city,8
G56032290,Glendo town,H79012,0,Glendo town,0
G56032435,Glenrock town,H79012,0,Glenrock town,0
G56032870,Granger town,H79012,0,Granger town,0
G56033740,Green River city,H79012,23,Green River city,0
G56033885,Greybull town,H79012,2,Greybull town,0
G56034030,Grover CDP,H79012,0,Grover CDP,0
G56034320,Guernsey town,H79012,0,Guernsey town,0
G56035335,Hanna town,H79012,0,Hanna town,0
G56035552,Hartrandt CDP,H79012,1,Hartrandt CDP,0
G56035625,Hartville town,H79012,0,Hartville town,0
G56036060,Hawk Springs CDP,H79012,0,Hawk Springs CDP,0
G56037510,Hillsdale CDP,H79012,0,Hillsdale CDP,0
G56037727,Hill View Heights CDP,H79012,0,Hill View Heights CDP,0
G56037945,Hoback CDP,H79012,0,Hoback CDP,0
G56038307,Homa Hills CDP,H79012,0,Homa Hills CDP,0
G56038960,Hudson town,H79012,0,Hudson town,0
G56039105,Hulett town,H79012,0,Hulett town,0
G56039250,Huntley CDP,H79012,0,Huntley CDP,0
G56039395,Hyattville CDP,H79012,0,Hyattville CDP,0
G56040120,Jackson town,H79012,2,Jackson town,4
G56040265,James Town CDP,H79012,0,James Town CDP,0
G56040555,Jeffrey City CDP,H79012,0,Jeffrey City CDP,0
G56040945,Johnstown CDP,H79012,0,Johnstown CDP,0
G56041353,Kaycee town,H79012,0,Kaycee town,0
G56041860,Kelly CDP,H79012,0,Kelly CDP,0
G56042005,Kemmerer city,H79012,4,Kemmerer city,0
G56042730,Kirby town,H79012,0,Kirby town,0
G56043455,La Barge town,H79012,0,La Barge town,0
G56043745,La Grange town,H79012,0,La Grange town,0
G56044252,Lakeview North CDP,H79012,0,Lakeview North CDP,0
G56044615,Lance Creek CDP,H79012,0,Lance Creek CDP,0
G56044760,Lander city,H79012,1,Lander city,0
G56045050,Laramie city,H79012,15,Laramie city,3
G56046790,Lingle town,H79012,0,Lingle town,0
G56046935,Little America CDP,H79012,0,Little America CDP,0
G56047370,Lonetree CDP,H79012,0,Lonetree CDP,0
G56047805,Lost Springs town,H79012,0,Lost Springs town,0
G56047950,Lovell town,H79012,0,Lovell town,0
G56048240,Lucerne CDP,H79012,0,Lucerne CDP,0
G56048530,Lusk town,H79012,0,Lusk town,1
G56048675,Lyman town,H79012,1,Lyman town,0
G56049400,McKinnon CDP,H79012,0,McKinnon CDP,0
G56049775,Mammoth CDP,H79012,0,Mammoth CDP,0
G56049980,Manderson town,H79012,0,Manderson town,0
G56050270,Manville town,H79012,0,Manville town,0
G56050415,Marbleton town,H79012,13,Marbleton town,1
G56051285,Meadow Acres CDP,H79012,0,Meadow Acres CDP,0
G56051575,Medicine Bow town,H79012,0,Medicine Bow town,0
G56051720,Meeteetse town,H79012,0,Meeteetse town,0
G56052445,Midwest town,H79012,2,Midwest town,0
G56053460,Mills town,H79012,0,Mills town,0
G56054185,Moorcroft town,H79012,0,Moorcroft town,0
G56054402,Moose Wilson Road CDP,H79012,0,Moose Wilson Road CDP,0
G56055200,Mountain View CDP,H79012,0,Mountain View CDP,0
G56055345,Mountain View town,H79012,4,Mountain View town,0
G56056215,Newcastle city,H79012,6,Newcastle city,1
G56056520,Nordic CDP,H79012,0,Nordic CDP,0
G56056700,North Rock Springs CDP,H79012,0,North Rock Springs CDP,1
G56057375,Oakley CDP,H79012,0,Oakley CDP,0
G56057810,Opal town,H79012,2,Opal town,0
G56058100,Orin CDP,H79012,0,Orin CDP,0
G56058680,Osage CDP,H79012,0,Osage CDP,0
G56058970,Osmond CDP,H79012,10,Osmond CDP,0
G56059332,Owl Creek CDP,H79012,0,Owl Creek CDP,0
G56059985,Parkman CDP,H79012,0,Parkman CDP,0
G56060130,Pavillion town,H79012,0,Pavillion town,0
G56061435,Pine Bluffs town,H79012,0,Pine Bluffs town,0
G56061580,Pinedale town,H79012,10,Pinedale town,0
G56061610,Pine Haven town,H79012,0,Pine Haven town,0
G56062305,Powder River CDP,H79012,0,Powder River CDP,0
G56062450,Powell city,H79012,0,Powell city,0
G56062812,Purple Sage CDP,H79012,0,Purple Sage CDP,0
G56063100,Rafter J Ranch CDP,H79012,0,Rafter J Ranch CDP,0
G56063465,Ralston CDP,H79012,0,Ralston CDP,0
G56063755,Ranchester town,H79012,0,Ranchester town,0
G56063800,Ranchettes CDP,H79012,7,Ranchettes CDP,0
G56063900,Rawlins city,H79012,19,Rawlins city,0
G56064400,Red Butte CDP,H79012,0,Red Butte CDP,0
G56065060,Reliance CDP,H79012,0,Reliance CDP,0
G56066075,Riverside town,H79012,0,Riverside town,0
G56066220,Riverton city,H79012,5,Riverton city,1
G56066655,Robertson CDP,H79012,1,Robertson CDP,0
G56067090,Rock River town,H79012,0,Rock River town,0
G56067235,Rock Springs city,H79012,28,Rock Springs city,5
G56067440,Rolling Hills town,H79012,0,Rolling Hills town,0
G56067670,Ryan Park CDP,H79012,0,Ryan Park CDP,0
G56068685,Saratoga town,H79012,0,Saratoga town,0
G56069700,Shell CDP,H79012,0,Shell CDP,0
G56069845,Sheridan city,H79012,0,Sheridan city,4
G56070570,Shoshoni town,H79012,0,Shoshoni town,0
G56071150,Sinclair town,H79012,0,Sinclair town,0
G56071295,Slater CDP,H79012,0,Slater CDP,0
G56071350,Sleepy Hollow CDP,H79012,0,Sleepy Hollow CDP,0
G56071440,Smoot CDP,H79012,0,Smoot CDP,0
G56071800,South Greeley CDP,H79012,0,South Greeley CDP,4
G56071947,South Park CDP,H79012,0,South Park CDP,0
G56073180,Star Valley Ranch town,H79012,0,Star Valley Ranch town,0
