gisjoin,name_dp,var_code,dp,name_sf,sf
G56071947,South Park CDP,H76017,99,South Park CDP,58
G56073180,Star Valley Ranch town,H76017,17,Star Valley Ranch town,34
G56073615,Story CDP,H76017,19,Story CDP,50
G56074195,Sundance town,H76017,69,Sundance town,39
G56074775,Superior town,H76017,26,Superior town,14
G56075355,Table Rock CDP,H76017,0,Table Rock CDP,0
G56075572,Taylor CDP,H76017,0,Taylor CDP,2
G56075790,Ten Sleep town,H76017,17,Ten Sleep town,14
G56075935,Teton Village CDP,H76017,10,Teton Village CDP,14
G56076370,Thayne town,H76017,33,Thayne town,12
G56076515,Thermopolis town,H76017,74,Thermopolis town,113
G56077530,Torrington city,H76017,257,Torrington city,234
G56078400,Turnerville CDP,H76017,38,Turnerville CDP,9
G56079125,Upton town,H76017,5,Upton town,44
G56079270,Urie CDP,H76017,14,Urie CDP,14
G56079705,Van Tassell town,H76017,0,Van Tassell town,1
G56080285,Veteran CDP,H76017,0,Veteran CDP,0
G56080575,Vista West CDP,H76017,142,Vista West CDP,75
G56081300,Wamsutter town,H76017,2,Wamsutter town,27
G56081640,Warren AFB CDP,H76017,22,Warren AFB CDP,0
G56081703,Washam CDP,H76017,0,Washam CDP,2
G56082967,Westview Circle CDP,H76017,0,Westview Circle CDP,4
G56083040,Wheatland town,H76017,149,Wheatland town,155
G56083100,Whiting CDP,H76017,0,Whiting CDP,5
G56083765,Wilson CDP,H76017,107,Wilson CDP,70
G56084852,Woods Landing-Jelm CDP,H76017,12,Woods Landing-Jelm CDP,3
G56084925,Worland city,H76017,256,Worland city,187
G56085015,Wright town,H76017,48,Wright town,77
G56086665,Yoder town,H76017,0,Yoder town,5
G56086737,Y-O Ranch CDP,H76017,3,Y-O Ranch CDP,6
G56000245,Afton town,H76018,19,Afton town,18
G56000680,Albany CDP,H76018,0,Albany CDP,5
G56000825,Albin town,H76018,0,Albin town,2
G56001115,Alcova CDP,H76018,0,Alcova CDP,2
G56001695,Alpine town,H76018,0,Alpine town,6
G56001888,Alpine Northeast CDP,H76018,6,Alpine Northeast CDP,2
G56001936,Alpine Northwest CDP,H76018,0,Alpine Northwest CDP,5
G56001985,Alta CDP,H76018,4,Alta CDP,9
G56002877,Antelope Hills CDP,H76018,0,Antelope Hills CDP,8
G56002900,Antelope Valley-Crestview CDP,H76018,26,Antelope Valley-Crestview CDP,21
G56003000,Arapahoe CDP,H76018,24,Arapahoe CDP,9
G56003245,Arlington CDP,H76018,0,Arlington CDP,0
G56003652,Arrowhead Springs CDP,H76018,0,Arrowhead Springs CDP,1
G56003725,Arvada CDP,H76018,0,Arvada CDP,1
G56004015,Atlantic City CDP,H76018,0,Atlantic City CDP,0
G56004160,Auburn CDP,H76018,16,Auburn CDP,2
G56004740,Baggs town,H76018,5,Baggs town,2
G56004885,Bairoil town,H76018,0,Bairoil town,3
G56005245,Bar Nunn town,H76018,0,Bar Nunn town,14
G56005320,Basin town,H76018,9,Basin town,17
G56005625,Bear River town,H76018,0,Bear River town,3
G56006045,Bedford CDP,H76018,0,Bedford CDP,1
G56006407,Bessemer Bend CDP,H76018,24,Bessemer Bend CDP,3
G56006480,Beulah CDP,H76018,0,Beulah CDP,0
G56006770,Big Horn CDP,H76018,0,Big Horn CDP,9
G56007060,Big Piney town,H76018,0,Big Piney town,4
G56008365,Bondurant CDP,H76018,0,Bondurant CDP,2
G56009235,Boulder CDP,H76018,0,Boulder CDP,1
G56009307,Boulder Flats CDP,H76018,13,Boulder Flats CDP,4
G56010175,Brookhurst CDP,H76018,9,Brookhurst CDP,3
G56010685,Buffalo city,H76018,43,Buffalo city,60
G56011120,Burlington town,H76018,0,Burlington town,2
G56011265,Burns town,H76018,6,Burns town,1
G56011700,Byron town,H76018,1,Byron town,5
G56012860,Carpenter CDP,H76018,0,Carpenter CDP,0
G56013005,Carter CDP,H76018,0,Carter CDP,0
G56013150,Casper city,H76018,425,Casper city,589
G56013222,Casper Mountain CDP,H76018,68,Casper Mountain CDP,6
G56013440,Centennial CDP,H76018,0,Centennial CDP,6
G56013900,Cheyenne city,H76018,638,Cheyenne city,710
G56014097,Chugcreek CDP,H76018,11,Chugcreek CDP,5
G56014165,Chugwater town,H76018,2,Chugwater town,4
G56015325,Clearmont town,H76018,0,Clearmont town,3
G56015400,Clearview Acres CDP,H76018,0,Clearview Acres CDP,9
G56015760,Cody city,H76018,105,Cody city,150
G56015905,Cokeville town,H76018,17,Cokeville town,5
G56017210,Cora CDP,H76018,0,Cora CDP,1
G56017645,Cowley town,H76018,0,Cowley town,5
G56018225,Crowheart CDP,H76018,0,Crowheart CDP,5
G56018950,Daniel CDP,H76018,13,Daniel CDP,2
G56019385,Dayton town,H76018,0,Dayton town,10
G56019530,Deaver town,H76018,0,Deaver town,3
G56020110,Diamondville town,H76018,21,Diamondville town,13
G56020690,Dixon town,H76018,0,Dixon town,2
G56021125,Douglas city,H76018,43,Douglas city,60
G56021415,Dubois town,H76018,0,Dubois town,10
G56022720,East Thermopolis town,H76018,4,East Thermopolis town,6
G56023010,Eden CDP,H76018,5,Eden CDP,2
G56023155,Edgerton town,H76018,0,Edgerton town,5
G56024025,Elk Mountain town,H76018,0,Elk Mountain town,3
G56024750,Encampment town,H76018,38,Encampment town,6
G56025185,Esterbrook CDP,H76018,0,Esterbrook CDP,2
G56025330,Ethete CDP,H76018,3,Ethete CDP,11
G56025475,Etna CDP,H76018,0,Etna CDP,2
G56025620,Evanston city,H76018,150,Evanston city,103
G56025765,Evansville town,H76018,0,Evansville town,19
G56025910,Fairview CDP,H76018,0,Fairview CDP,1
G56026055,Farson CDP,H76018,2,Farson CDP,3
G56027650,Fontenelle CDP,H76018,0,Fontenelle CDP,0
G56027940,Fort Bridger CDP,H76018,0,Fort Bridger CDP,6
G56028230,Fort Laramie town,H76018,10,Fort Laramie town,5
G56028665,Fort Washakie CDP,H76018,29,Fort Washakie CDP,12
G56029300,Fox Farm-College CDP,H76018,55,Fox Farm-College CDP,29
G56029390,Fox Park CDP,H76018,0,Fox Park CDP,0
G56029825,Frannie town,H76018,0,Frannie town,5
G56030115,Freedom CDP,H76018,0,Freedom CDP,1
G56030985,Garland CDP,H76018,0,Garland CDP,1
G56031855,Gillette city,H76018,315,Gillette city,285
G56032290,Glendo town,H76018,0,Glendo town,4
G56032435,Glenrock town,H76018,25,Glenrock town,42
G56032870,Granger town,H76018,0,Granger town,3
G56033740,Green River city,H76018,132,Green River city,158
G56033885,Greybull town,H76018,0,Greybull town,22
G56034030,Grover CDP,H76018,0,Grover CDP,3
G56034320,Guernsey town,H76018,48,Guernsey town,18
G56035335,Hanna town,H76018,0,Hanna town,19
G56035552,Hartrandt CDP,H76018,0,Hartrandt CDP,12
G56035625,Hartville town,H76018,0,Hartville town,0
G56036060,Hawk Springs CDP,H76018,0,Hawk Springs CDP,1
G56037510,Hillsdale CDP,H76018,0,Hillsdale CDP,0
G56037727,Hill View Heights CDP,H76018,0,Hill View Heights CDP,3
G56037945,Hoback CDP,H76018,0,Hoback CDP,20
G56038307,Homa Hills CDP,H76018,0,Homa Hills CDP,4
G56038960,Hudson town,H76018,0,Hudson town,4
G56039105,Hulett town,H76018,7,Hulett town,6
G56039250,Huntley CDP,H76018,0,Huntley CDP,0
G56039395,Hyattville CDP,H76018,0,Hyattville CDP,0
G56040120,Jackson town,H76018,84,Jackson town,87
G56040265,James Town CDP,H76018,0,James Town CDP,11
G56040555,Jeffrey City CDP,H76018,0,Jeffrey City CDP,1
G56040945,Johnstown CDP,H76018,0,Johnstown CDP,6
G56041353,Kaycee town,H76018,0,Kaycee town,2
G56041860,Kelly CDP,H76018,49,Kelly CDP,4
G56042005,Kemmerer city,H76018,65,Kemmerer city,29
G56042730,Kirby town,H76018,0,Kirby town,0
G56043455,La Barge town,H76018,0,La Barge town,13
G56043745,La Grange town,H76018,0,La Grange town,6
G56044252,Lakeview North CDP,H76018,0,Lakeview North CDP,1
G56044615,Lance Creek CDP,H76018,0,Lance Creek CDP,0
G56044760,Lander city,H76018,131,Lander city,93
G56045050,Laramie city,H76018,394,Laramie city,259
G56046790,Lingle town,H76018,0,Lingle town,11
G56046935,Little America CDP,H76018,0,Little America CDP,1
G56047370,Lonetree CDP,H76018,0,Lonetree CDP,0
G56047805,Lost Springs town,H76018,0,Lost Springs town,0
G56047950,Lovell town,H76018,4,Lovell town,25
G56048240,Lucerne CDP,H76018,34,Lucerne CDP,9
G56048530,Lusk town,H76018,0,Lusk town,19
G56048675,Lyman town,H76018,52,Lyman town,31
G56049400,McKinnon CDP,H76018,0,McKinnon CDP,0
G56049775,Mammoth CDP,H76018,0,Mammoth CDP,7
G56049980,Manderson town,H76018,2,Manderson town,1
G56050270,Manville town,H76018,0,Manville town,2
G56050415,Marbleton town,H76018,4,Marbleton town,10
G56051285,Meadow Acres CDP,H76018,25,Meadow Acres CDP,3
G56051575,Medicine Bow town,H76018,0,Medicine Bow town,5
G56051720,Meeteetse town,H76018,3,Meeteetse town,11
G56052445,Midwest town,H76018,0,Midwest town,4
G56053460,Mills town,H76018,53,Mills town,44
G56054185,Moorcroft town,H76018,1,Moorcroft town,12
G56054402,Moose Wilson Road CDP,H76018,59,Moose Wilson Road CDP,25
G56055200,Mountain View CDP,H76018,0,Mountain View CDP,0
G56055345,Mountain View town,H76018,29,Mountain View town,23
G56056215,Newcastle city,H76018,50,Newcastle city,51
G56056520,Nordic CDP,H76018,50,Nordic CDP,11
G56056700,North Rock Springs CDP,H76018,24,North Rock Springs CDP,29
G56057375,Oakley CDP,H76018,0,Oakley CDP,1
G56057810,Opal town,H76018,0,Opal town,2
G56058100,Orin CDP,H76018,0,Orin CDP,0
G56058680,Osage CDP,H76018,0,Osage CDP,3
G56058970,Osmond CDP,H76018,18,Osmond CDP,1
G56059332,Owl Creek CDP,H76018,0,Owl Creek CDP,0
G56059985,Parkman CDP,H76018,13,Parkman CDP,3
G56060130,Pavillion town,H76018,0,Pavillion town,5
G56061435,Pine Bluffs town,H76018,0,Pine Bluffs town,16
G56061580,Pinedale town,H76018,23,Pinedale town,24
G56061610,Pine Haven town,H76018,0,Pine Haven town,10
G56062305,Powder River CDP,H76018,0,Powder River CDP,1
G56062450,Powell city,H76018,82,Powell city,60
G56062812,Purple Sage CDP,H76018,0,Purple Sage CDP,6
G56063100,Rafter J Ranch CDP,H76018,20,Rafter J Ranch CDP,18
G56063465,Ralston CDP,H76018,0,Ralston CDP,3
G56063755,Ranchester town,H76018,0,Ranchester town,11
G56063800,Ranchettes CDP,H76018,49,Ranchettes CDP,117
G56063900,Rawlins city,H76018,122,Rawlins city,127
G56064400,Red Butte CDP,H76018,11,Red Butte CDP,6
G56065060,Reliance CDP,H76018,0,Reliance CDP,8
G56066075,Riverside town,H76018,0,Riverside town,3
G56066220,Riverton city,H76018,121,Riverton city,128
G56066655,Robertson CDP,H76018,0,Robertson CDP,1
G56067090,Rock River town,H76018,0,Rock River town,3
G56067235,Rock Springs city,H76018,319,Rock Springs city,275
G56067440,Rolling Hills town,H76018,0,Rolling Hills town,6
G56067670,Ryan Park CDP,H76018,0,Ryan Park CDP,1
G56068685,Saratoga town,H76018,7,Saratoga town,34
G56069700,Shell CDP,H76018,5,Shell CDP,2
G56069845,Sheridan city,H76018,354,Sheridan city,247
G56070570,Shoshoni town,H76018,58,Shoshoni town,12
G56071150,Sinclair town,H76018,0,Sinclair town,7
G56071295,Slater CDP,H76018,24,Slater CDP,2
G56071350,Sleepy Hollow CDP,H76018,27,Sleepy Hollow CDP,10
G56071440,Smoot CDP,H76018,0,Smoot CDP,4
G56071800,South Greeley CDP,H76018,22,South Greeley CDP,41
G56071947,South Park CDP,H76018,39,South Park CDP,29
G56073180,Star Valley Ranch town,H76018,20,Star Valley Ranch town,23
G56073615,Story CDP,H76018,37,Story CDP,21
G56074195,Sundance town,H76018,2,Sundance town,16
G56074775,Superior town,H76018,11,Superior town,7
G56075355,Table Rock CDP,H76018,0,Table Rock CDP,0
G56075572,Taylor CDP,H76018,19,Taylor CDP,0
G56075790,Ten Sleep town,H76018,0,Ten Sleep town,10
G56075935,Teton Village CDP,H76018,58,Teton Village CDP,5
G56076370,Thayne town,H76018,5,Thayne town,8
G56076515,Thermopolis town,H76018,27,Thermopolis town,36
G56077530,Torrington city,H76018,108,Torrington city,84
G56078400,Turnerville CDP,H76018,1,Turnerville CDP,4
G56079125,Upton town,H76018,7,Upton town,13
G56079270,Urie CDP,H76018,0,Urie CDP,4
G56079705,Van Tassell town,H76018,0,Van Tassell town,0
G56080285,Veteran CDP,H76018,0,Veteran CDP,0
G56080575,Vista West CDP,H76018,20,Vista West CDP,28
G56081300,Wamsutter town,H76018,0,Wamsutter town,2
G56081640,Warren AFB CDP,H76018,10,Warren AFB CDP,1
G56081703,Washam CDP,H76018,0,Washam CDP,2
G56082967,Westview Circle CDP,H76018,0,Westview Circle CDP,1
G56083040,Wheatland town,H76018,26,Wheatland town,48
G56083100,Whiting CDP,H76018,0,Whiting CDP,5
G56083765,Wilson CDP,H76018,15,Wilson CDP,31
G56084852,Woods Landing-Jelm CDP,H76018,0,Woods Landing-Jelm CDP,3
G56084925,Worland city,H76018,108,Worland city,63
G56085015,Wright town,H76018,9,Wright town,26
G56086665,Yoder town,H76018,0,Yoder town,2
G56086737,Y-O Ranch CDP,H76018,15,Y-O Ranch CDP,3
G56000245,Afton town,H76019,69,Afton town,31
G56000680,Albany CDP,H76019,0,Albany CDP,2
G56000825,Albin town,H76019,2,Albin town,4
G56001115,Alcova CDP,H76019,0,Alcova CDP,2
G56001695,Alpine town,H76019,9,Alpine town,9
G56001888,Alpine Northeast CDP,H76019,0,Alpine Northeast CDP,6
G56001936,Alpine Northwest CDP,H76019,0,Alpine Northwest CDP,2
G56001985,Alta CDP,H76019,0,Alta CDP,8
G56002877,Antelope Hills CDP,H76019,4,Antelope Hills CDP,3
G56002900,Antelope Valley-Crestview CDP,H76019,1,Antelope Valley-Crestview CDP,20
G56003000,Arapahoe CDP,H76019,0,Arapahoe CDP,15
G56003245,Arlington CDP,H76019,0,Arlington CDP,0
G56003652,Arrowhead Springs CDP,H76019,0,Arrowhead Springs CDP,0
G56003725,Arvada CDP,H76019,32,Arvada CDP,2
G56004015,Atlantic City CDP,H76019,0,Atlantic City CDP,3
G56004160,Auburn CDP,H76019,30,Auburn CDP,8
G56004740,Baggs town,H76019,0,Baggs town,8
G56004885,Bairoil town,H76019,0,Bairoil town,5
G56005245,Bar Nunn town,H76019,64,Bar Nunn town,34
G56005320,Basin town,H76019,32,Basin town,30
G56005625,Bear River town,H76019,20,Bear River town,17
G56006045,Bedford CDP,H76019,0,Bedford CDP,4
G56006407,Bessemer Bend CDP,H76019,0,Bessemer Bend CDP,3
G56006480,Beulah CDP,H76019,0,Beulah CDP,2
G56006770,Big Horn CDP,H76019,7,Big Horn CDP,11
G56007060,Big Piney town,H76019,16,Big Piney town,3
G56008365,Bondurant CDP,H76019,2,Bondurant CDP,2
G56009235,Boulder CDP,H76019,0,Boulder CDP,1
G56009307,Boulder Flats CDP,H76019,0,Boulder Flats CDP,6
G56010175,Brookhurst CDP,H76019,0,Brookhurst CDP,6
G56010685,Buffalo city,H76019,139,Buffalo city,86
G56011120,Burlington town,H76019,0,Burlington town,4
G56011265,Burns town,H76019,17,Burns town,4
G56011700,Byron town,H76019,10,Byron town,15
G56012860,Carpenter CDP,H76019,2,Carpenter CDP,0
G56013005,Carter CDP,H76019,0,Carter CDP,0
G56013150,Casper city,H76019,870,Casper city,843
G56013222,Casper Mountain CDP,H76019,0,Casper Mountain CDP,11
G56013440,Centennial CDP,H76019,19,Centennial CDP,12
G56013900,Cheyenne city,H76019,765,Cheyenne city,912
G56014097,Chugcreek CDP,H76019,0,Chugcreek CDP,6
G56014165,Chugwater town,H76019,0,Chugwater town,5
G56015325,Clearmont town,H76019,4,Clearmont town,2
G56015400,Clearview Acres CDP,H76019,9,Clearview Acres CDP,19
G56015760,Cody city,H76019,190,Cody city,160
G56015905,Cokeville town,H76019,12,Cokeville town,4
G56017210,Cora CDP,H76019,0,Cora CDP,5
G56017645,Cowley town,H76019,33,Cowley town,9
G56018225,Crowheart CDP,H76019,0,Crowheart CDP,2
G56018950,Daniel CDP,H76019,9,Daniel CDP,1
G56019385,Dayton town,H76019,14,Dayton town,20
G56019530,Deaver town,H76019,7,Deaver town,6
G56020110,Diamondville town,H76019,2,Diamondville town,13
G56020690,Dixon town,H76019,0,Dixon town,2
G56021125,Douglas city,H76019,153,Douglas city,89
G56021415,Dubois town,H76019,32,Dubois town,30
G56022720,East Thermopolis town,H76019,0,East Thermopolis town,8
G56023010,Eden CDP,H76019,7,Eden CDP,8
G56023155,Edgerton town,H76019,0,Edgerton town,5
G56024025,Elk Mountain town,H76019,10,Elk Mountain town,7
G56024750,Encampment town,H76019,0,Encampment town,14
G56025185,Esterbrook CDP,H76019,14,Esterbrook CDP,5
G56025330,Ethete CDP,H76019,7,Ethete CDP,13
G56025475,Etna CDP,H76019,0,Etna CDP,0
G56025620,Evanston city,H76019,136,Evanston city,163
G56025765,Evansville town,H76019,68,Evansville town,36
G56025910,Fairview CDP,H76019,6,Fairview CDP,5
G56026055,Farson CDP,H76019,8,Farson CDP,6
G56027650,Fontenelle CDP,H76019,0,Fontenelle CDP,0
G56027940,Fort Bridger CDP,H76019,30,Fort Bridger CDP,5
G56028230,Fort Laramie town,H76019,0,Fort Laramie town,5
G56028665,Fort Washakie CDP,H76019,0,Fort Washakie CDP,12
G56029300,Fox Farm-College CDP,H76019,74,Fox Farm-College CDP,52
G56029390,Fox Park CDP,H76019,0,Fox Park CDP,4
G56029825,Frannie town,H76019,4,Frannie town,4
G56030115,Freedom CDP,H76019,13,Freedom CDP,3
G56030985,Garland CDP,H76019,0,Garland CDP,4
G56031855,Gillette city,H76019,312,Gillette city,306
G56032290,Glendo town,H76019,0,Glendo town,7
G56032435,Glenrock town,H76019,2,Glenrock town,59
G56032870,Granger town,H76019,12,Granger town,2
G56033740,Green River city,H76019,208,Green River city,182
G56033885,Greybull town,H76019,82,Greybull town,41
G56034030,Grover CDP,H76019,0,Grover CDP,3
G56034320,Guernsey town,H76019,0,Guernsey town,29
G56035335,Hanna town,H76019,30,Hanna town,15
G56035552,Hartrandt CDP,H76019,0,Hartrandt CDP,10
G56035625,Hartville town,H76019,18,Hartville town,4
G56036060,Hawk Springs CDP,H76019,0,Hawk Springs CDP,2
G56037510,Hillsdale CDP,H76019,0,Hillsdale CDP,1
G56037727,Hill View Heights CDP,H76019,0,Hill View Heights CDP,1
G56037945,Hoback CDP,H76019,0,Hoback CDP,21
G56038307,Homa Hills CDP,H76019,0,Homa Hills CDP,7
G56038960,Hudson town,H76019,6,Hudson town,10
G56039105,Hulett town,H76019,20,Hulett town,2
G56039250,Huntley CDP,H76019,0,Huntley CDP,0
G56039395,Hyattville CDP,H76019,0,Hyattville CDP,2
G56040120,Jackson town,H76019,103,Jackson town,87
G56040265,James Town CDP,H76019,6,James Town CDP,14
G56040555,Jeffrey City CDP,H76019,0,Jeffrey City CDP,5
G56040945,Johnstown CDP,H76019,0,Johnstown CDP,3
G56041353,Kaycee town,H76019,11,Kaycee town,6
G56041860,Kelly CDP,H76019,4,Kelly CDP,5
G56042005,Kemmerer city,H76019,0,Kemmerer city,53
G56042730,Kirby town,H76019,0,Kirby town,1
G56043455,La Barge town,H76019,4,La Barge town,7
G56043745,La Grange town,H76019,2,La Grange town,4
G56044252,Lakeview North CDP,H76019,0,Lakeview North CDP,3
G56044615,Lance Creek CDP,H76019,8,Lance Creek CDP,3
G56044760,Lander city,H76019,145,Lander city,122
G56045050,Laramie city,H76019,193,Laramie city,301
G56046790,Lingle town,H76019,2,Lingle town,7
G56046935,Little America CDP,H76019,0,Little America CDP,0
G56047370,Lonetree CDP,H76019,2,Lonetree CDP,1
G56047805,Lost Springs town,H76019,0,Lost Springs town,1
G56047950,Lovell town,H76019,64,Lovell town,26
G56048240,Lucerne CDP,H76019,8,Lucerne CDP,11
G56048530,Lusk town,H76019,114,Lusk town,33
G56048675,Lyman town,H76019,35,Lyman town,30
G56049400,McKinnon CDP,H76019,5,McKinnon CDP,2
G56049775,Mammoth CDP,H76019,5,Mammoth CDP,7
G56049980,Manderson town,H76019,4,Manderson town,4
G56050270,Manville town,H76019,0,Manville town,0
G56050415,Marbleton town,H76019,20,Marbleton town,10
G56051285,Meadow Acres CDP,H76019,0,Meadow Acres CDP,5
G56051575,Medicine Bow town,H76019,2,Medicine Bow town,6
G56051720,Meeteetse town,H76019,0,Meeteetse town,8
G56052445,Midwest town,H76019,0,Midwest town,5
G56053460,Mills town,H76019,17,Mills town,61
G56054185,Moorcroft town,H76019,6,Moorcroft town,13
G56054402,Moose Wilson Road CDP,H76019,21,Moose Wilson Road CDP,41
G56055200,Mountain View CDP,H76019,0,Mountain View CDP,4
G56055345,Mountain View town,H76019,26,Mountain View town,15
G56056215,Newcastle city,H76019,17,Newcastle city,58
G56056520,Nordic CDP,H76019,11,Nordic CDP,10
G56056700,North Rock Springs CDP,H76019,13,North Rock Springs CDP,41
G56057375,Oakley CDP,H76019,0,Oakley CDP,2
G56057810,Opal town,H76019,0,Opal town,4
G56058100,Orin CDP,H76019,13,Orin CDP,0
G56058680,Osage CDP,H76019,0,Osage CDP,6
G56058970,Osmond CDP,H76019,24,Osmond CDP,7
G56059332,Owl Creek CDP,H76019,0,Owl Creek CDP,0
G56059985,Parkman CDP,H76019,3,Parkman CDP,3
G56060130,Pavillion town,H76019,11,Pavillion town,4
G56061435,Pine Bluffs town,H76019,17,Pine Bluffs town,24
G56061580,Pinedale town,H76019,28,Pinedale town,31
G56061610,Pine Haven town,H76019,2,Pine Haven town,13
G56062305,Powder River CDP,H76019,0,Powder River CDP,2
G56062450,Powell city,H76019,48,Powell city,79
G56062812,Purple Sage CDP,H76019,0,Purple Sage CDP,2
G56063100,Rafter J Ranch CDP,H76019,24,Rafter J Ranch CDP,23
G56063465,Ralston CDP,H76019,0,Ralston CDP,3
G56063755,Ranchester town,H76019,0,Ranchester town,14
G56063800,Ranchettes CDP,H76019,84,Ranchettes CDP,165
G56063900,Rawlins city,H76019,250,Rawlins city,143
G56064400,Red Butte CDP,H76019,0,Red Butte CDP,13
G56065060,Reliance CDP,H76019,15,Reliance CDP,10
G56066075,Riverside town,H76019,0,Riverside town,3
G56066220,Riverton city,H76019,91,Riverton city,178
G56066655,Robertson CDP,H76019,2,Robertson CDP,4
G56067090,Rock River town,H76019,7,Rock River town,7
G56067235,Rock Springs city,H76019,289,Rock Springs city,276
G56067440,Rolling Hills town,H76019,7,Rolling Hills town,5
G56067670,Ryan Park CDP,H76019,0,Ryan Park CDP,1
G56068685,Saratoga town,H76019,48,Saratoga town,39
G56069700,Shell CDP,H76019,0,Shell CDP,3
G56069845,Sheridan city,H76019,407,Sheridan city,306
G56070570,Shoshoni town,H76019,55,Shoshoni town,9
G56071150,Sinclair town,H76019,0,Sinclair town,6
G56071295,Slater CDP,H76019,0,Slater CDP,1
G56071350,Sleepy Hollow CDP,H76019,0,Sleepy Hollow CDP,17
G56071440,Smoot CDP,H76019,2,Smoot CDP,7
G56071800,South Greeley CDP,H76019,39,South Greeley CDP,54
G56071947,South Park CDP,H76019,101,South Park CDP,31
G56073180,Star Valley Ranch town,H76019,54,Star Valley Ranch town,43
G56073615,Story CDP,H76019,57,Story CDP,23
G56074195,Sundance town,H76019,0,Sundance town,24
G56074775,Superior town,H76019,6,Superior town,7
G56075355,Table Rock CDP,H76019,0,Table Rock CDP,0
G56075572,Taylor CDP,H76019,0,Taylor CDP,3
G56075790,Ten Sleep town,H76019,0,Ten Sleep town,5
G56075935,Teton Village CDP,H76019,0,Teton Village CDP,8
G56076370,Thayne town,H76019,0,Thayne town,4
G56076515,Thermopolis town,H76019,157,Thermopolis town,51
G56077530,Torrington city,H76019,114,Torrington city,114
G56078400,Turnerville CDP,H76019,0,Turnerville CDP,2
G56079125,Upton town,H76019,29,Upton town,18
G56079270,Urie CDP,H76019,0,Urie CDP,5
G56079705,Van Tassell town,H76019,0,Van Tassell town,0
G56080285,Veteran CDP,H76019,1,Veteran CDP,0
G56080575,Vista West CDP,H76019,0,Vista West CDP,24
G56081300,Wamsutter town,H76019,3,Wamsutter town,6
G56081640,Warren AFB CDP,H76019,23,Warren AFB CDP,0
G56081703,Washam CDP,H76019,0,Washam CDP,3
G56082967,Westview Circle CDP,H76019,0,Westview Circle CDP,2
G56083040,Wheatland town,H76019,48,Wheatland town,71
G56083100,Whiting CDP,H76019,1,Whiting CDP,4
G56083765,Wilson CDP,H76019,26,Wilson CDP,38
G56084852,Woods Landing-Jelm CDP,H76019,0,Woods Landing-Jelm CDP,5
G56084925,Worland city,H76019,5,Worland city,100
G56085015,Wright town,H76019,8,Wright town,24
G56086665,Yoder town,H76019,0,Yoder town,2
G56086737,Y-O Ranch CDP,H76019,0,Y-O Ranch CDP,5
G56000245,Afton town,H76020,33,Afton town,18
G56000680,Albany CDP,H76020,5,Albany CDP,1
G56000825,Albin town,H76020,0,Albin town,1
G56001115,Alcova CDP,H76020,0,Alcova CDP,2
G56001695,Alpine town,H76020,17,Alpine town,3
G56001888,Alpine Northeast CDP,H76020,10,Alpine Northeast CDP,1
G56001936,Alpine Northwest CDP,H76020,0,Alpine Northwest CDP,3
G56001985,Alta CDP,H76020,0,Alta CDP,5
G56002877,Antelope Hills CDP,H76020,1,Antelope Hills CDP,2
G56002900,Antelope Valley-Crestview CDP,H76020,0,Antelope Valley-Crestview CDP,8
G56003000,Arapahoe CDP,H76020,1,Arapahoe CDP,9
G56003245,Arlington CDP,H76020,0,Arlington CDP,0
G56003652,Arrowhead Springs CDP,H76020,20,Arrowhead Springs CDP,2
G56003725,Arvada CDP,H76020,0,Arvada CDP,0
G56004015,Atlantic City CDP,H76020,0,Atlantic City CDP,3
G56004160,Auburn CDP,H76020,13,Auburn CDP,1
G56004740,Baggs town,H76020,0,Baggs town,2
G56004885,Bairoil town,H76020,8,Bairoil town,2
G56005245,Bar Nunn town,H76020,0,Bar Nunn town,12
G56005320,Basin town,H76020,0,Basin town,12
G56005625,Bear River town,H76020,0,Bear River town,2
G56006045,Bedford CDP,H76020,0,Bedford CDP,0
G56006407,Bessemer Bend CDP,H76020,0,Bessemer Bend CDP,4
G56006480,Beulah CDP,H76020,2,Beulah CDP,2
G56006770,Big Horn CDP,H76020,46,Big Horn CDP,4
G56007060,Big Piney town,H76020,19,Big Piney town,3
G56008365,Bondurant CDP,H76020,0,Bondurant CDP,2
G56009235,Boulder CDP,H76020,0,Boulder CDP,1
G56009307,Boulder Flats CDP,H76020,0,Boulder Flats CDP,4
G56010175,Brookhurst CDP,H76020,0,Brookhurst CDP,2
G56010685,Buffalo city,H76020,91,Buffalo city,48
G56011120,Burlington town,H76020,12,Burlington town,1
G56011265,Burns town,H76020,0,Burns town,2
G56011700,Byron town,H76020,0,Byron town,5
G56012860,Carpenter CDP,H76020,0,Carpenter CDP,2
G56013005,Carter CDP,H76020,4,Carter CDP,0
G56013150,Casper city,H76020,394,Casper city,378
G56013222,Casper Mountain CDP,H76020,1,Casper Mountain CDP,6
G56013440,Centennial CDP,H76020,3,Centennial CDP,4
G56013900,Cheyenne city,H76020,589,Cheyenne city,470
G56014097,Chugcreek CDP,H76020,0,Chugcreek CDP,2
G56014165,Chugwater town,H76020,0,Chugwater town,3
G56015325,Clearmont town,H76020,0,Clearmont town,0
G56015400,Clearview Acres CDP,H76020,26,Clearview Acres CDP,11
G56015760,Cody city,H76020,148,Cody city,103
G56015905,Cokeville town,H76020,0,Cokeville town,5
G56017210,Cora CDP,H76020,0,Cora CDP,1
G56017645,Cowley town,H76020,0,Cowley town,9
