

Grand Portage Reservation and Off-Reservation Trust Land
Grand Ronde Community and Off-Reservation Trust Land
Grand Traverse Reservation and Off-Reservation Trust Land
Greenville Rancheria
Grindstone Indian Rancheria
Guidiville Rancheria and Off-Reservation Trust Land
Hannahville Indian Community and Off-Reservation Trust Land
Havasupai Reservation
Ho-Chunk Nation Reservation and Off-Reservation Trust Land
Hoh Indian Reservation
Hollywood Reservation
Hoopa Valley Reservation
Hopi Reservation and Off-Reservation Trust Land
Hopland Rancheria and Off-Reservation Trust Land
Houlton Maliseet Reservation and Off-Reservation Trust Land
Hualapai Indian Reservation and Off-Reservation Trust Land
Huron Potawatomi Reservation and Off-Reservation Trust Land
Immokalee Reservation
Inaja and Cosmit Reservation
Indian Township Reservation
Iowa (KS-NE) Reservation and Off-Reservation Trust Land
Isabella Reservation
Isleta Pueblo
Jackson Rancheria
Jamestown S'Klallam Reservation and Off-Reservation Trust Land
Jamul Indian Village
Jemez Pueblo
Jena Band of Choctaw Reservation
Jicarilla Apache Nation Reservation and Off-Reservation Trust Land
Kaibab Indian Reservation
Kalispel Reservation and Off-Reservation Trust Land
Karuk Reservation and Off-Reservation Trust Land
Kickapoo (KS) Reservation
Kickapoo (TX) Reservation
Klamath Reservation
Kootenai Reservation and Off-Reservation Trust Land
Lac Courte Oreilles Reservation and Off-Reservation Trust Land
Lac du Flambeau Reservation
Lac Vieux Desert Reservation
Laguna Pueblo and Off-Reservation Trust Land
La Jolla Reservation
Lake Traverse Reservation and Off-Reservation Trust Land
L'Anse Reservation and Off-Reservation Trust Land
La Posta Indian Reservation
Las Vegas Indian Colony
Laytonville Rancheria
Leech Lake Reservation and Off-Reservation Trust Land
Likely Rancheria
Little River Reservation and Off-Reservation Trust Land
Little Traverse Bay Reservation and Off-Reservation Trust Land
Lone Pine Reservation
Lookout Rancheria
Los Coyotes Reservation
Lovelock Indian Colony
Lower Brule Reservation and Off-Reservation Trust Land
Lower Elwha Reservation and Off-Reservation Trust Land
Lower Sioux Indian Community
Lummi Reservation
Lytton Rancheria
Makah Indian Reservation
Manchester-Point Arena Rancheria
Manzanita Reservation and Off-Reservation Trust Land
Maricopa (Ak Chin) Indian Reservation
Mashantucket Pequot Reservation and Off-Reservation Trust Land
Match-e-be-nash-she-wish Band of Pottawatomi Reservation
Menominee Reservation and Off-Reservation Trust Land
Mesa Grande Reservation
Mescalero Reservation
Miccosukee Reservation and Off-Reservation Trust Land
Middletown Rancheria
Mille Lacs Reservation and Off-Reservation Trust Land
Minnesota Chippewa Trust Land
Mississippi Choctaw Reservation
Moapa River Indian Reservation
Mohegan Reservation and Off-Reservation Trust Land
Montgomery Creek Rancheria
Mooretown Rancheria and Off-Reservation Trust Land
Morongo Reservation and Off-Reservation Trust Land
Muckleshoot Reservation and Off-Reservation Trust Land
Nambe Pueblo and Off-Reservation Trust Land
Narragansett Reservation
Navajo Nation Reservation and Off-Reservation Trust Land
Nez Perce Reservation
Nisqually Reservation
Nooksack Reservation and Off-Reservation Trust Land
Northern Cheyenne Indian Reservation and Off-Reservation Trust Land
North Fork Rancheria and Off-Reservation Trust Land
Northwestern Shoshone Reservation
Ohkay Owingeh
Oil Springs Reservation
Omaha Reservation
Oneida Nation Reservation
Oneida (WI) Reservation and Off-Reservation Trust Land
Onondaga Nation Reservation
Ontonagon Reservation
Osage Reservation
Paiute (UT) Reservation
Pala Reservation
Pascua Pueblo Yaqui Reservation
Paskenta Rancheria
Passamaquoddy Trust Land
Pauma and Yuima Reservation
Pechanga Reservation
Penobscot Reservation and Off-Reservation Trust Land
Picayune Rancheria and Off-Reservation Trust Land
Picuris Pueblo
Pine Ridge Reservation
Pinoleville Rancheria
Pit River Trust Land
Pleasant Point Reservation
Poarch Creek Reservation and Off-Reservation Trust Land
Pokagon Reservation and Off-Reservation Trust Land
Ponca (NE) Trust Land
Port Gamble Reservation
Port Madison Reservation
Prairie Band of Potawatomi Nation Reservation
Prairie Island Indian Community and Off-Reservation Trust Land
Pueblo of Pojoaque and Off-Reservation Trust Land
Puyallup Reservation and Off-Reservation Trust Land
Pyramid Lake Paiute Reservation
Quartz Valley Reservation and Off-Reservation Trust Land
Quileute Reservation
Quinault Reservation
Ramona Village
Red Cliff Reservation and Off-Reservation Trust Land
Redding Rancheria
Red Lake Reservation
Redwood Valley Rancheria
Reno-Sparks Indian Colony
Resighini Rancheria
Rincon Reservation
Roaring Creek Rancheria
Robinson Rancheria and Off-Reservation Trust Land
Rocky Boy's Reservation and Off-Reservation Trust Land
Rohnerville Rancheria
Rosebud Indian Reservation and Off-Reservation Trust Land
Round Valley Reservation and Off-Reservation Trust Land
Rumsey Indian Rancheria
Sac and Fox/Meskwaki Settlement
Sac and Fox Nation Reservation and Off-Reservation Trust Land
St. Croix Reservation and Off-Reservation Trust Land
St. Regis Mohawk Reservation
Salt River Reservation
San Carlos Reservation
Sandia Pueblo
San Felipe Pueblo
San Ildefonso Pueblo and Off-Reservation Trust Land
San Manuel Reservation
San Pasqual Reservation
Santa Ana Pueblo
Santa Clara Pueblo
Santa Rosa Rancheria
Santa Rosa Reservation
Santa Ynez Reservation
Santa Ysabel Reservation
Santee Reservation
Santo Domingo Pueblo
Sauk-Suiattle Reservation
Sault Sainte Marie Reservation and Off-Reservation Trust Land
Seminole (FL) Trust Land
Shakopee Mdewakanton Sioux Community and Off-Reservation Trust Land
Sherwood Valley Rancheria and Off-Reservation Trust Land
Shingle Springs Rancheria
Shoalwater Bay Indian Reservation and Off-Reservation Trust Land
Siletz Reservation and Off-Reservation Trust Land
Skokomish Reservation
Skull Valley Reservation
Smith River Rancheria and Off-Reservation Trust Land
Snoqualmie Reservation
Soboba Reservation and Off-Reservation Trust Land
Sokaogon Chippewa Community and Off-Reservation Trust Land
Southern Ute Reservation
South Fork Reservation and Off-Reservation Trust Land
Spirit Lake Reservation
Spokane Reservation and Off-Reservation Trust Land
Squaxin Island Reservation and Off-Reservation Trust Land
Standing Rock Reservation
Stewart Community
Stewarts Point Rancheria
Stillaguamish Reservation and Off-Reservation Trust Land
Stockbridge Munsee Community
Sulphur Bank Rancheria
Summit Lake Reservation and Off-Reservation Trust Land
Susanville Indian Rancheria and Off-Reservation Trust Land
Swinomish Reservation and Off-Reservation Trust Land
Sycuan Reservation
Table Bluff Reservation
Table Mountain Rancheria
Tampa Reservation
Taos Pueblo and Off-Reservation Trust Land
Tesuque Pueblo and Off-Reservation Trust Land
Timbi-Sha Shoshone Reservation and Off-Reservation Trust Land
Tohono O'odham Nation Reservation and Off-Reservation Trust Land
Tonawanda Reservation
Tonto Apache Reservation
Torres-Martinez Reservation
Trinidad Rancheria and Off-Reservation Trust Land
Tulalip Reservation and Off-Reservation Trust Land
Tule River Reservation and Off-Reservation Trust Land
Tunica-Biloxi Reservation and Off-Reservation Trust Land
Tuolumne Rancheria
Turtle Mountain Reservation and Off-Reservation Trust Land
Tuscarora Nation Reservation
Twenty-Nine Palms Reservation
Uintah and Ouray Reservation and Off-Reservation Trust Land
Umatilla Reservation
Upper Lake Rancheria
Upper Sioux Community and Off-Reservation Trust Land
Upper Skagit Reservation
Ute Mountain Reservation and Off-Reservation Trust Land
Viejas Reservation
Walker River Reservation
Wampanoag-Aquinnah Trust Land
Warm Springs Reservation and Off-Reservation Trust Land
Washoe Ranches Trust Land
Wells Colony
White Earth Reservation and Off-Reservation Trust Land
Wind River Reservation and Off-Reservation Trust Land
Winnebago Reservation and Off-Reservation Trust Land
Winnemucca Indian Colony
Woodfords Community
XL Ranch Rancheria
Yakama Nation Reservation and Off-Reservation Trust Land
Yankton Reservation
Yavapai-Apache Nation Reservation
Yavapai-Prescott Reservation
Yerington Colony
Yomba Reservation
Ysleta del Sur Pueblo and Off-Reservation Trust Land
Yurok Reservation
Zia Pueblo and Off-Reservation Trust Land
Zuni Reservation and Off-Reservation Trust Land
Kickapoo (KS) Reservation/Sac and Fox Nation Trust Land joint-use area
San Felipe Pueblo/Santa Ana Pueblo joint-use area
San Felipe Pueblo/Santo Domingo Pueblo joint-use area
Anahola (Agricultural) Hawaiian Home Land
Anahola (Residential) Hawaiian Home Land
East Kapolei Hawaiian Home Land
Haiku Hawaiian Home Land
Hanapepe Hawaiian Home Land
Homuula-Upper Piihonua Hawaiian Home Land
Honokaia Hawaiian Home Land
Honokowai Hawaiian Home Land
Honolulu Makai Hawaiian Home Land
Honomu Hawaiian Home Land
Hoolehua-Palaaau Hawaiian Home Land
Kahikinui Hawaiian Home Land
Kakaina-Kumuhau Hawaiian Home Land
Kalaeloa Hawaiian Home Land
Kalamaula Hawaiian Home Land
Kalaupapa Hawaiian Home Land
Kalawahine Hawaiian Home Land
Kamaoa-Puueo Hawaiian Home Land
Kamiloloa-Makakupaia Hawaiian Home Land
Kamoku-Kapulena Hawaiian Home Land
Kanehili Hawaiian Home Land
Kaohe-Olaa Hawaiian Home Land
Kapaa Hawaiian Home Land
Kapaakea Hawaiian Home Land
Kapolei Hawaiian Home Land
Kaumana Hawaiian Home Land
Kaupea Hawaiian Home Land
Kawaihae Hawaiian Home Land
Keahuolu Hawaiian Home Land
Kealakehe Hawaiian Home Land
Keanae-Wailua Hawaiian Home Land
Keaukaha Hawaiian Home Land
Kekaha Hawaiian Home Land
Keokea (Agricultural) Hawaiian Home Land
Keoniki Hawaiian Home Land
Kewalo Hawaiian Home Land
Kolaoa Hawaiian Home Land
Lalamilo Hawaiian Home Land
Lanai City Hawaiian Home Land
Leialii Hawaiian Home Land
Lualualei Hawaiian Home Land
Maili Hawaiian Home Land
Makaha Valley Hawaiian Home Land
Makuu Hawaiian Home Land
Maluohai Hawaiian Home Land
Moloaa Hawaiian Home Land
Nanakuli Hawaiian Home Land
Nienie Hawaiian Home Land
Panaewa (Agricultural) Hawaiian Home Land
Panaewa (Residential) Hawaiian Home Land
Papakolea Hawaiian Home Land
Pauahi Hawaiian Home Land
Paukukalo Hawaiian Home Land
Pearl City Hawaiian Home Land
Piihonua Hawaiian Home Land
Ponohawaii Hawaiian Home Land
Princess Kahanu Estates Hawaiian Home Land
Pulehunui Hawaiian Home Land
Puukapu Hawaiian Home Land
South Maui Hawaiian Home Land
Ualapue Hawaiian Home Land
Upolu Hawaiian Home Land
Waiahole Hawaiian Home Land
Waiakea Hawaiian Home Land
Waianae Hawaiian Home Land
Waianae Kai Hawaiian Home Land
Waiehu Hawaiian Home Land
Waiku-Hana Hawaiian Home Land
Wailau Hawaiian Home Land
Wailua Hawaiian Home Land
Waimanalo Hawaiian Home Land
Waimanu Hawaiian Home Land
Waimea Hawaiian Home Land
Waiohinu Hawaiian Home Land
Waiohuli (Residential) Hawaiian Home Land
Caddo-Wichita-Delaware OTSA
Cherokee OTSA
Cheyenne-Arapaho OTSA
Chickasaw OTSA
Choctaw OTSA
Citizen Potawatomi Nation-Absentee Shawnee OTSA
Creek OTSA
Eastern Shawnee OTSA
Iowa OTSA
Kaw OTSA
Kickapoo OTSA
Kiowa-Comanche-Apache-Fort Sill Apache OTSA
Miami OTSA
Modoc OTSA
Otoe-Missouria OTSA
Ottawa OTSA
Pawnee OTSA
Peoria OTSA
Ponca OTSA
Quapaw OTSA
Sac and Fox OTSA
Seminole OTSA
Seneca-Cayuga OTSA
Tonkawa OTSA
Wyandotte OTSA
Creek/Seminole joint-use OTSA
Kaw/Ponca joint-use OTSA
Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA
Miami/Peoria joint-use OTSA
Akhiok ANVSA
Akiachak ANVSA
Akiak ANVSA
Akutan ANVSA
Alakanuk ANVSA
Alatna ANVSA
Aleknagik ANVSA
Algaaciq ANVSA
Allakaket ANVSA
Ambler ANVSA
Anaktuvuk Pass ANVSA
Andreafsky ANVSA
Angoon ANVSA
Aniak ANVSA
Anvik ANVSA
Arctic Village ANVSA
Atka ANVSA
Atmautluak ANVSA
Atqasuk ANVSA
Barrow ANVSA
Beaver ANVSA
Belkofski ANVSA
Bethel ANVSA
Bill Moore's ANVSA
Birch Creek ANVSA
Brevig Mission ANVSA
Buckland ANVSA
Cantwell ANVSA
Canyon Village ANVSA
Chalkyitsik ANVSA
Chefornak ANVSA
Chenega ANVSA
Chevak ANVSA
Chickaloon ANVSA
Chignik ANVSA
Chignik Lagoon ANVSA
Chignik Lake ANVSA
Chilkat ANVSA
Chilkoot ANVSA
Chistochina ANVSA
Chitina ANVSA
Chuathbaluk ANVSA
Chulloonawick ANVSA
Circle ANVSA
Clarks Point ANVSA
Copper Center ANVSA
Council ANVSA
Craig ANVSA
Crooked Creek ANVSA
Deering ANVSA
Dillingham ANVSA
Dot Lake ANVSA
Douglas ANVSA
Eagle ANVSA
Eek ANVSA
Egegik ANVSA
Eklutna ANVSA
Ekuk ANVSA
Ekwok ANVSA
Elim ANVSA
Emmonak ANVSA
Evansville ANVSA
Eyak ANVSA
False Pass ANVSA
Fort Yukon ANVSA
Gakona ANVSA
Galena ANVSA
Gambell ANVSA
Georgetown ANVSA
Golovin ANVSA
Goodnews Bay ANVSA
Grayling ANVSA
Gulkana ANVSA
Hamilton ANVSA
Healy Lake ANVSA
Holy Cross ANVSA
Hoonah ANVSA
Hooper Bay ANVSA
Hughes ANVSA
Huslia ANVSA
Hydaburg ANVSA
Igiugig ANVSA
Iliamna ANVSA
Inalik ANVSA
Ivanof Bay ANVSA
Kake ANVSA
Kaktovik ANVSA
Kalskag ANVSA
Kaltag ANVSA
Karluk ANVSA
Kasaan ANVSA
Kasigluk ANVSA
Kenaitze ANVSA
Ketchikan ANVSA
Kiana ANVSA
King Cove ANVSA
King Salmon ANVSA
Kipnuk ANVSA
Kivalina ANVSA
Klawock ANVSA
Knik ANVSA
Kobuk ANVSA
Kodiak ANVSA
Kokhanok ANVSA
Kongiganak ANVSA
Kotlik ANVSA
Kotzebue ANVSA
Koyuk ANVSA
Koyukuk ANVSA
Kwethluk ANVSA
Kwigillingok ANVSA
Kwinhagak ANVSA
Lake Minchumina ANVSA
Larsen Bay ANVSA
Lesnoi ANVSA
Levelock ANVSA
Lime Village ANVSA
Lower Kalskag ANVSA
McGrath ANVSA
Manley Hot Springs ANVSA
Manokotak ANVSA
Marshall ANVSA
Mary's Igloo ANVSA
Mekoryuk ANVSA
Mentasta Lake ANVSA
Minto ANVSA
Mountain Village ANVSA
Naknek ANVSA
Nanwalek ANVSA
Napaimute ANVSA
Napakiak ANVSA
Napaskiak ANVSA
Nelson Lagoon ANVSA
Nenana ANVSA
Newhalen ANVSA
New Koliganek ANVSA
New Stuyahok ANVSA
Newtok ANVSA
Nightmute ANVSA
Nikolai ANVSA
Nikolski ANVSA
Ninilchik ANVSA
Noatak ANVSA
Nome ANVSA
Nondalton ANVSA
Noorvik ANVSA
Northway ANVSA
Nuiqsut ANVSA
Nulato ANVSA
Nunam Iqua ANVSA
Nunapitchuk ANVSA
Ohogamiut ANVSA
Old Harbor ANVSA
Oscarville ANVSA
Ouzinkie ANVSA
Paimiut ANVSA
Pedro Bay ANVSA
Perryville ANVSA
Petersburg ANVSA
Pilot Point ANVSA
Pilot Station ANVSA
Pitkas Point ANVSA
Platinum ANVSA
Point Hope ANVSA
Point Lay ANVSA
Portage Creek ANVSA
Port Alsworth ANVSA
Port Graham ANVSA
Port Heiden ANVSA
Port Lions ANVSA
Rampart ANVSA
Red Devil ANVSA
Ruby ANVSA
Russian Mission ANVSA
St. George ANVSA
St. Michael ANVSA
St. Paul ANVSA
Salamatof ANVSA
Sand Point ANVSA
Savoonga ANVSA
Saxman ANVSA
Scammon Bay ANVSA
Selawik ANVSA
Seldovia ANVSA
Shageluk ANVSA
Shaktoolik ANVSA
Shishmaref ANVSA
Shungnak ANVSA
Sitka ANVSA
Skagway ANVSA
Sleetmute ANVSA
Solomon ANVSA
South Naknek ANVSA
Stebbins ANVSA
Stevens Village ANVSA
Stony River ANVSA
Takotna ANVSA
Tanacross ANVSA
Tanana ANVSA
Tatitlek ANVSA
Tazlina ANVSA
Telida ANVSA
Teller ANVSA
Tetlin ANVSA
Togiak ANVSA
Toksook Bay ANVSA
Tuluksak ANVSA
Tuntutuliak ANVSA
Tununak ANVSA
Twin Hills ANVSA
Tyonek ANVSA
Ugashik ANVSA
Unalakleet ANVSA
Unalaska ANVSA
Venetie ANVSA
Wainwright ANVSA
Wales ANVSA
White Mountain ANVSA
Wrangell ANVSA
Yakutat ANVSA
Cayuga Nation TDSA
Ione Band of Miwok TDSA
Mechoopda TDSA
Samish TDSA
Golden Hill Paugussett (state) Reservation
Hassanamisco (state) Reservation
Mattaponi (state) Reservation
MOWA Choctaw (state) Reservation
Pamunkey (state) Reservation
Paucatuck Eastern Pequot (state) Reservation
Poospatuck (state) Reservation
Schaghticoke (state) Reservation
Shinnecock (state) Reservation
Tama (state) Reservation
Adais Caddo SDTSA
Apache Choctaw SDTSA
Beaver Creek SDTSA
Cher-O-Creek SDTSA
Cherokee Tribe of Northeast Alabama SDTSA
Chickahominy SDTSA
Clifton Choctaw SDTSA
Coharie SDTSA
Eastern Chickahominy SDTSA
Echota Cherokee SDTSA
Four Winds Cherokee SDTSA
Haliwa-Saponi SDTSA
Lenape Indian Tribe of Delaware SDTSA
Lumbee SDTSA
MaChis Lower Creek SDTSA
Meherrin SDTSA
Nanticoke Indian Tribe SDTSA
Nanticoke Lenni Lenape SDTSA
Occaneechi-Saponi SDTSA
Pee Dee SDTSA
Ramapough SDTSA
Sappony SDTSA
Santee SDTSA
Star Muskogee Creek SDTSA
United Cherokee Ani-Yun-Wiya Nation SDTSA
United Houma Nation SDTSA
Upper South Carolina Pee Dee SDTSA
Waccamaw SDTSA
Waccamaw Siouan SDTSA
Wassamasaw SDTSA
