gisjoin,name_dp,var_code,dp,name_sf,sf
G3205100,Carson City,H76001,55209,Carson City,55274
G3200010,Churchill County,H76002,12590,Churchill County,12508
G3200030,Clark County,H76002,981669,Clark County,982193
G3200050,Douglas County,H76002,23565,Douglas County,23481
G3200070,Elko County,H76002,25246,Elko County,25354
G3200090,Esmeralda County,H76002,606,Esmeralda County,434
G3200110,Eureka County,H76002,1056,Eureka County,1048
G3200130,Humboldt County,H76002,8797,Humboldt County,8654
G3200150,Lander County,H76002,2898,Lander County,2928
G3200170,Lincoln County,H76002,2845,Lincoln County,2877
G3200190,Lyon County,H76002,26291,Lyon County,26178
G3200210,Mineral County,H76002,2563,Mineral County,2350
G3200230,Nye County,H76002,22088,Nye County,22186
G3200270,Pershing County,H76002,4374,Pershing County,4268
G3200290,Storey County,H76002,2131,Storey County,2044
G3200310,Washoe County,H76002,212545,Washoe County,212744
G3200330,White Pine County,H76002,5739,White Pine County,5681
G3205100,Carson City,H76002,28645,Carson City,28688
G3200010,Churchill County,H76003,812,Churchill County,873
G3200030,Clark County,H76003,70876,Clark County,70898
G3200050,Douglas County,H76003,1263,Douglas County,1229
G3200070,Elko County,H76003,2101,Elko County,2100
G3200090,Esmeralda County,H76003,23,Esmeralda County,18
G3200110,Eureka County,H76003,36,Eureka County,76
G3200130,Humboldt County,H76003,530,Humboldt County,655
G3200150,Lander County,H76003,142,Lander County,191
G3200170,Lincoln County,H76003,179,Lincoln County,163
G3200190,Lyon County,H76003,1970,Lyon County,1748
G3200210,Mineral County,H76003,160,Mineral County,127
G3200230,Nye County,H76003,1196,Nye County,1087
G3200270,Pershing County,H76003,224,Pershing County,164
G3200290,Storey County,H76003,22,Storey County,92
G3200310,Washoe County,H76003,14449,Washoe County,14345
G3200330,White Pine County,H76003,353,White Pine County,329
G3205100,Carson City,H76003,1600,Carson City,1677
G3200010,Churchill County,H76004,913,Churchill County,852
G3200030,Clark County,H76004,69351,Clark County,69218
G3200050,Douglas County,H76004,1348,Douglas County,1304
G3200070,Elko County,H76004,1888,Elko County,1972
G3200090,Esmeralda County,H76004,52,Esmeralda County,16
G3200110,Eureka County,H76004,44,Eureka County,56
G3200130,Humboldt County,H76004,849,Humboldt County,635
G3200150,Lander County,H76004,214,Lander County,215
G3200170,Lincoln County,H76004,99,Lincoln County,205
G3200190,Lyon County,H76004,1644,Lyon County,1755
G3200210,Mineral County,H76004,142,Mineral County,103
G3200230,Nye County,H76004,1264,Nye County,1222
G3200270,Pershing County,H76004,84,Pershing County,180
G3200290,Storey County,H76004,157,Storey County,87
G3200310,Washoe County,H76004,14089,Washoe County,14071
G3200330,White Pine County,H76004,245,White Pine County,261
G3205100,Carson City,H76004,1458,Carson City,1621
G3200010,Churchill County,H76005,757,Churchill County,896
G3200030,Clark County,H76005,68262,Clark County,68273
G3200050,Douglas County,H76005,1519,Douglas County,1428
G3200070,Elko County,H76005,2145,Elko County,2019
G3200090,Esmeralda County,H76005,34,Esmeralda County,26
G3200110,Eureka County,H76005,118,Eureka County,48
G3200130,Humboldt County,H76005,635,Humboldt County,642
G3200150,Lander County,H76005,266,Lander County,225
G3200170,Lincoln County,H76005,330,Lincoln County,208
G3200190,Lyon County,H76005,1738,Lyon County,1852
G3200210,Mineral County,H76005,225,Mineral County,109
G3200230,Nye County,H76005,1373,Nye County,1407
G3200270,Pershing County,H76005,228,Pershing County,214
G3200290,Storey County,H76005,62,Storey County,118
G3200310,Washoe County,H76005,14019,Washoe County,14259
G3200330,White Pine County,H76005,221,White Pine County,275
G3205100,Carson City,H76005,1824,Carson City,1673
G3200010,Churchill County,H76006,640,Churchill County,610
G3200030,Clark County,H76006,41319,Clark County,41383
G3200050,Douglas County,H76006,628,Douglas County,949
G3200070,Elko County,H76006,1101,Elko County,1234
G3200090,Esmeralda County,H76006,9,Esmeralda County,19
G3200110,Eureka County,H76006,104,Eureka County,38
G3200130,Humboldt County,H76006,369,Humboldt County,383
G3200150,Lander County,H76006,91,Lander County,145
G3200170,Lincoln County,H76006,150,Lincoln County,187
G3200190,Lyon County,H76006,1159,Lyon County,1264
G3200210,Mineral County,H76006,172,Mineral County,89
G3200230,Nye County,H76006,904,Nye County,919
G3200270,Pershing County,H76006,221,Pershing County,113
G3200290,Storey County,H76006,136,Storey County,90
G3200310,Washoe County,H76006,8602,Washoe County,8512
G3200330,White Pine County,H76006,342,White Pine County,225
G3205100,Carson City,H76006,1264,Carson City,1081
G3200010,Churchill County,H76007,323,Churchill County,302
G3200030,Clark County,H76007,26340,Clark County,26283
G3200050,Douglas County,H76007,636,Douglas County,511
G3200070,Elko County,H76007,786,Elko County,765
G3200090,Esmeralda County,H76007,3,Esmeralda County,8
G3200110,Eureka County,H76007,5,Eureka County,22
G3200130,Humboldt County,H76007,261,Humboldt County,227
G3200150,Lander County,H76007,85,Lander County,85
G3200170,Lincoln County,H76007,31,Lincoln County,89
G3200190,Lyon County,H76007,625,Lyon County,620
G3200210,Mineral County,H76007,44,Mineral County,62
G3200230,Nye County,H76007,495,Nye County,483
G3200270,Pershing County,H76007,102,Pershing County,95
G3200290,Storey County,H76007,56,Storey County,35
G3200310,Washoe County,H76007,6367,Washoe County,6439
G3200330,White Pine County,H76007,100,White Pine County,106
G3205100,Carson City,H76007,620,Carson City,700
G3200010,Churchill County,H76008,51,Churchill County,167
G3200030,Clark County,H76008,13054,Clark County,13000
G3200050,Douglas County,H76008,311,Douglas County,233
G3200070,Elko County,H76008,373,Elko County,360
G3200090,Esmeralda County,H76008,16,Esmeralda County,1
G3200110,Eureka County,H76008,44,Eureka County,9
G3200130,Humboldt County,H76008,38,Humboldt County,109
G3200150,Lander County,H76008,16,Lander County,29
G3200170,Lincoln County,H76008,65,Lincoln County,32
G3200190,Lyon County,H76008,208,Lyon County,269
G3200210,Mineral County,H76008,47,Mineral County,25
G3200230,Nye County,H76008,161,Nye County,213
G3200270,Pershing County,H76008,16,Pershing County,41
G3200290,Storey County,H76008,0,Storey County,10
G3200310,Washoe County,H76008,3484,Washoe County,3367
G3200330,White Pine County,H76008,79,White Pine County,59
G3205100,Carson City,H76008,273,Carson City,347
G3200010,Churchill County,H76009,225,Churchill County,131
G3200030,Clark County,H76009,12650,Clark County,12603
G3200050,Douglas County,H76009,265,Douglas County,222
G3200070,Elko County,H76009,274,Elko County,328
G3200090,Esmeralda County,H76009,16,Esmeralda County,2
G3200110,Eureka County,H76009,19,Eureka County,6
G3200130,Humboldt County,H76009,69,Humboldt County,89
G3200150,Lander County,H76009,28,Lander County,32
G3200170,Lincoln County,H76009,39,Lincoln County,36
G3200190,Lyon County,H76009,213,Lyon County,222
G3200210,Mineral County,H76009,36,Mineral County,22
G3200230,Nye County,H76009,171,Nye County,194
G3200270,Pershing County,H76009,0,Pershing County,53
G3200290,Storey County,H76009,0,Storey County,17
G3200310,Washoe County,H76009,3189,Washoe County,3288
G3200330,White Pine County,H76009,35,White Pine County,78
G3205100,Carson City,H76009,426,Carson City,326
G3200010,Churchill County,H76010,538,Churchill County,469
G3200030,Clark County,H76010,39806,Clark County,39846
G3200050,Douglas County,H76010,606,Douglas County,602
G3200070,Elko County,H76010,987,Elko County,1023
G3200090,Esmeralda County,H76010,17,Esmeralda County,4
G3200110,Eureka County,H76010,4,Eureka County,38
G3200130,Humboldt County,H76010,230,Humboldt County,343
G3200150,Lander County,H76010,61,Lander County,115
G3200170,Lincoln County,H76010,104,Lincoln County,110
G3200190,Lyon County,H76010,790,Lyon County,715
G3200210,Mineral County,H76010,43,Mineral County,78
G3200230,Nye County,H76010,621,Nye County,548
G3200270,Pershing County,H76010,215,Pershing County,160
G3200290,Storey County,H76010,118,Storey County,46
G3200310,Washoe County,H76010,9707,Washoe County,9771
G3200330,White Pine County,H76010,197,White Pine County,236
G3205100,Carson City,H76010,1108,Carson City,1124
G3200010,Churchill County,H76011,858,Churchill County,813
G3200030,Clark County,H76011,75123,Clark County,75327
G3200050,Douglas County,H76011,863,Douglas County,1072
G3200070,Elko County,H76011,1807,Elko County,1775
G3200090,Esmeralda County,H76011,95,Esmeralda County,15
G3200110,Eureka County,H76011,24,Eureka County,43
G3200130,Humboldt County,H76011,742,Humboldt County,598
G3200150,Lander County,H76011,237,Lander County,179
G3200170,Lincoln County,H76011,165,Lincoln County,166
G3200190,Lyon County,H76011,1358,Lyon County,1326
G3200210,Mineral County,H76011,36,Mineral County,108
G3200230,Nye County,H76011,963,Nye County,900
G3200270,Pershing County,H76011,211,Pershing County,325
G3200290,Storey County,H76011,56,Storey County,64
G3200310,Washoe County,H76011,15168,Washoe County,15153
G3200330,White Pine County,H76011,571,White Pine County,444
G3205100,Carson City,H76011,1980,Carson City,1993
G3200010,Churchill County,H76012,492,Churchill County,753
G3200030,Clark County,H76012,74759,Clark County,74532
G3200050,Douglas County,H76012,1299,Douglas County,1057
G3200070,Elko County,H76012,1587,Elko County,1637
G3200090,Esmeralda County,H76012,30,Esmeralda County,20
G3200110,Eureka County,H76012,73,Eureka County,64
G3200130,Humboldt County,H76012,494,Humboldt County,493
G3200150,Lander County,H76012,267,Lander County,166
G3200170,Lincoln County,H76012,106,Lincoln County,168
G3200190,Lyon County,H76012,1470,Lyon County,1493
G3200210,Mineral County,H76012,62,Mineral County,101
G3200230,Nye County,H76012,812,Nye County,872
G3200270,Pershing County,H76012,252,Pershing County,356
G3200290,Storey County,H76012,46,Storey County,81
G3200310,Washoe County,H76012,13725,Washoe County,13703
G3200330,White Pine County,H76012,350,White Pine County,471
G3205100,Carson City,H76012,1807,Carson City,1835
G3200010,Churchill County,H76013,783,Churchill County,713
G3200030,Clark County,H76013,74635,Clark County,74743
G3200050,Douglas County,H76013,1093,Douglas County,1114
G3200070,Elko County,H76013,1464,Elko County,1557
G3200090,Esmeralda County,H76013,0,Esmeralda County,21
G3200110,Eureka County,H76013,42,Eureka County,65
G3200130,Humboldt County,H76013,729,Humboldt County,577
G3200150,Lander County,H76013,141,Lander County,158
G3200170,Lincoln County,H76013,173,Lincoln County,146
G3200190,Lyon County,H76013,1535,Lyon County,1574
G3200210,Mineral County,H76013,66,Mineral County,91
G3200230,Nye County,H76013,1028,Nye County,992
G3200270,Pershing County,H76013,268,Pershing County,351
G3200290,Storey County,H76013,115,Storey County,92
G3200310,Washoe County,H76013,13605,Washoe County,13632
G3200330,White Pine County,H76013,374,White Pine County,376
G3205100,Carson City,H76013,1740,Carson City,1763
G3200010,Churchill County,H76014,825,Churchill County,738
G3200030,Clark County,H76014,73558,Clark County,73669
G3200050,Douglas County,H76014,1420,Douglas County,1385
G3200070,Elko County,H76014,1705,Elko County,1725
G3200090,Esmeralda County,H76014,8,Esmeralda County,15
G3200110,Eureka County,H76014,1,Eureka County,68
G3200130,Humboldt County,H76014,462,Humboldt County,544
G3200150,Lander County,H76014,153,Lander County,213
G3200170,Lincoln County,H76014,90,Lincoln County,164
G3200190,Lyon County,H76014,1907,Lyon County,1708
G3200210,Mineral County,H76014,146,Mineral County,118
G3200230,Nye County,H76014,1091,Nye County,1184
G3200270,Pershing County,H76014,576,Pershing County,418
G3200290,Storey County,H76014,90,Storey County,93
G3200310,Washoe County,H76014,14872,Washoe County,14679
G3200330,White Pine County,H76014,464,White Pine County,396
G3205100,Carson City,H76014,1897,Carson City,2108
G3200010,Churchill County,H76015,754,Churchill County,926
G3200030,Clark County,H76015,71110,Clark County,71131
G3200050,Douglas County,H76015,1742,Douglas County,1712
G3200070,Elko County,H76015,2114,Elko County,1918
G3200090,Esmeralda County,H76015,5,Esmeralda County,36
G3200110,Eureka County,H76015,123,Eureka County,103
G3200130,Humboldt County,H76015,546,Humboldt County,674
G3200150,Lander County,H76015,224,Lander County,221
G3200170,Lincoln County,H76015,303,Lincoln County,177
G3200190,Lyon County,H76015,1941,Lyon County,1917
G3200210,Mineral County,H76015,126,Mineral County,176
G3200230,Nye County,H76015,1593,Nye County,1556
G3200270,Pershing County,H76015,470,Pershing County,429
G3200290,Storey County,H76015,158,Storey County,182
G3200310,Washoe County,H76015,15420,Washoe County,15628
G3200330,White Pine County,H76015,388,White Pine County,465
G3205100,Carson City,H76015,2437,Carson City,2273
G3200010,Churchill County,H76016,886,Churchill County,853
G3200030,Clark County,H76016,63660,Clark County,63579
G3200050,Douglas County,H76016,2000,Douglas County,1953
G3200070,Elko County,H76016,1965,Elko County,1904
G3200090,Esmeralda County,H76016,52,Esmeralda County,31
G3200110,Eureka County,H76016,96,Eureka County,103
G3200130,Humboldt County,H76016,701,Humboldt County,694
G3200150,Lander County,H76016,325,Lander County,227
G3200170,Lincoln County,H76016,122,Lincoln County,159
G3200190,Lyon County,H76016,1890,Lyon County,1971
G3200210,Mineral County,H76016,280,Mineral County,208
G3200230,Nye County,H76016,1653,Nye County,1774
G3200270,Pershing County,H76016,426,Pershing County,402
G3200290,Storey County,H76016,64,Storey County,225
G3200310,Washoe County,H76016,15357,Washoe County,15384
G3200330,White Pine County,H76016,461,White Pine County,440
G3205100,Carson City,H76016,2141,Carson City,2229
G3200010,Churchill County,H76017,940,Churchill County,777
G3200030,Clark County,H76017,54662,Clark County,54775
G3200050,Douglas County,H76017,2000,Douglas County,1995
G3200070,Elko County,H76017,1622,Elko County,1685
G3200090,Esmeralda County,H76017,14,Esmeralda County,31
G3200110,Eureka County,H76017,80,Eureka County,100
G3200130,Humboldt County,H76017,645,Humboldt County,608
G3200150,Lander County,H76017,170,Lander County,209
G3200170,Lincoln County,H76017,241,Lincoln County,186
G3200190,Lyon County,H76017,1834,Lyon County,1828
G3200210,Mineral County,H76017,184,Mineral County,194
G3200230,Nye County,H76017,1617,Nye County,1698
G3200270,Pershing County,H76017,231,Pershing County,285
G3200290,Storey County,H76017,273,Storey County,197
G3200310,Washoe County,H76017,13915,Washoe County,13953
G3200330,White Pine County,H76017,449,White Pine County,441
G3205100,Carson City,H76017,2047,Carson City,1985
G3200010,Churchill County,H76018,536,Churchill County,346
G3200030,Clark County,H76018,20551,Clark County,20634
G3200050,Douglas County,H76018,731,Douglas County,757
G3200070,Elko County,H76018,527,Elko County,544
G3200090,Esmeralda County,H76018,6,Esmeralda County,16
G3200110,Eureka County,H76018,22,Eureka County,37
G3200130,Humboldt County,H76018,169,Humboldt County,221
G3200150,Lander County,H76018,70,Lander County,69
G3200170,Lincoln County,H76018,134,Lincoln County,88
G3200190,Lyon County,H76018,829,Lyon County,724
G3200210,Mineral County,H76018,21,Mineral County,76
G3200230,Nye County,H76018,576,Nye County,658
G3200270,Pershing County,H76018,97,Pershing County,103
G3200290,Storey County,H76018,4,Storey County,97
G3200310,Washoe County,H76018,5404,Washoe County,5283
G3200330,White Pine County,H76018,71,White Pine County,153
G3205100,Carson City,H76018,805,Carson City,769
G3200010,Churchill County,H76019,465,Churchill County,469
G3200030,Clark County,H76019,29470,Clark County,29356
G3200050,Douglas County,H76019,1194,Douglas County,1213
G3200070,Elko County,H76019,549,Elko County,704
G3200090,Esmeralda County,H76019,19,Esmeralda County,42
G3200110,Eureka County,H76019,6,Eureka County,42
G3200130,Humboldt County,H76019,363,Humboldt County,308
G3200150,Lander County,H76019,138,Lander County,109
G3200170,Lincoln County,H76019,65,Lincoln County,101
G3200190,Lyon County,H76019,986,Lyon County,1082
G3200210,Mineral County,H76019,181,Mineral County,140
G3200230,Nye County,H76019,1194,Nye County,1167
G3200270,Pershing County,H76019,126,Pershing County,121
G3200290,Storey County,H76019,103,Storey County,132
G3200310,Washoe County,H76019,7363,Washoe County,7456
G3200330,White Pine County,H76019,349,White Pine County,193
G3205100,Carson City,H76019,1090,Carson City,1081
G3200010,Churchill County,H76020,279,Churchill County,283
G3200030,Clark County,H76020,16070,Clark County,16113
G3200050,Douglas County,H76020,745,Douglas County,739
G3200070,Elko County,H76020,442,Elko County,395
G3200090,Esmeralda County,H76020,1,Esmeralda County,11
G3200110,Eureka County,H76020,1,Eureka County,18
G3200130,Humboldt County,H76020,154,Humboldt County,145
G3200150,Lander County,H76020,65,Lander County,66
G3200170,Lincoln County,H76020,48,Lincoln County,77
G3200190,Lyon County,H76020,684,Lyon County,658
G3200210,Mineral County,H76020,200,Mineral County,73
G3200230,Nye County,H76020,722,Nye County,793
G3200270,Pershing County,H76020,96,Pershing County,83
G3200290,Storey County,H76020,64,Storey County,74
G3200310,Washoe County,H76020,4059,Washoe County,4024
G3200330,White Pine County,H76020,66,White Pine County,102
G3205100,Carson City,H76020,608,Carson City,560
G3200010,Churchill County,H76021,326,Churchill County,382
G3200030,Clark County,H76021,21692,Clark County,21715
G3200050,Douglas County,H76021,985,Douglas County,939
G3200070,Elko County,H76021,496,Elko County,512
G3200090,Esmeralda County,H76021,21,Esmeralda County,22
G3200110,Eureka County,H76021,55,Eureka County,39
G3200130,Humboldt County,H76021,196,Humboldt County,176
G3200150,Lander County,H76021,51,Lander County,74
G3200170,Lincoln County,H76021,166,Lincoln County,95
G3200190,Lyon County,H76021,854,Lyon County,952
G3200210,Mineral County,H76021,110,Mineral County,101
G3200230,Nye County,H76021,1113,Nye County,1120
G3200270,Pershing County,H76021,14,Pershing County,115
G3200290,Storey County,H76021,109,Storey County,100
G3200310,Washoe County,H76021,5059,Washoe County,5122
G3200330,White Pine County,H76021,140,White Pine County,143
G3205100,Carson City,H76021,891,Carson City,817
G3200010,Churchill County,H76022,524,Churchill County,465
G3200030,Clark County,H76022,27156,Clark County,27338
G3200050,Douglas County,H76022,1216,Douglas County,1246
G3200070,Elko County,H76022,616,Elko County,559
G3200090,Esmeralda County,H76022,40,Esmeralda County,40
G3200110,Eureka County,H76022,10,Eureka County,26
G3200130,Humboldt County,H76022,244,Humboldt County,234
G3200150,Lander County,H76022,62,Lander County,93
G3200170,Lincoln County,H76022,172,Lincoln County,135
G3200190,Lyon County,H76022,1180,Lyon County,1132
G3200210,Mineral County,H76022,83,Mineral County,152
G3200230,Nye County,H76022,1597,Nye County,1574
G3200270,Pershing County,H76022,173,Pershing County,132
G3200290,Storey County,H76022,313,Storey County,110
G3200310,Washoe County,H76022,6142,Washoe County,6052
G3200330,White Pine County,H76022,252,White Pine County,200
G3205100,Carson City,H76022,847,Carson City,982
G3200010,Churchill County,H76023,393,Churchill County,320
G3200030,Clark County,H76023,18805,Clark County,18867
G3200050,Douglas County,H76023,838,Douglas County,910
G3200070,Elko County,H76023,331,Elko County,321
G3200090,Esmeralda County,H76023,75,Esmeralda County,23
G3200110,Eureka County,H76023,104,Eureka County,21
G3200130,Humboldt County,H76023,184,Humboldt County,138
G3200150,Lander County,H76023,40,Lander County,56
G3200170,Lincoln County,H76023,0,Lincoln County,103
G3200190,Lyon County,H76023,726,Lyon County,719
G3200210,Mineral County,H76023,22,Mineral County,84
G3200230,Nye County,H76023,1074,Nye County,1018
G3200270,Pershing County,H76023,194,Pershing County,61
G3200290,Storey County,H76023,19,Storey County,63
G3200310,Washoe County,H76023,3940,Washoe County,4023
G3200330,White Pine County,H76023,9,White Pine County,139
G3205100,Carson City,H76023,747,Carson City,757
G3200010,Churchill County,H76024,38,Churchill County,208
G3200030,Clark County,H76024,11647,Clark County,11735
G3200050,Douglas County,H76024,577,Douglas County,524
G3200070,Elko County,H76024,192,Elko County,202
G3200090,Esmeralda County,H76024,30,Esmeralda County,13
G3200110,Eureka County,H76024,20,Eureka County,21
G3200130,Humboldt County,H76024,41,Humboldt County,97
G3200150,Lander County,H76024,25,Lander County,33
G3200170,Lincoln County,H76024,2,Lincoln County,57
G3200190,Lyon County,H76024,326,Lyon County,397
G3200210,Mineral County,H76024,154,Mineral County,69
G3200230,Nye County,H76024,610,Nye County,554
G3200270,Pershing County,H76024,51,Pershing County,36
G3200290,Storey County,H76024,51,Storey County,23
G3200310,Washoe County,H76024,2716,Washoe County,2631
G3200330,White Pine County,H76024,53,White Pine County,87
G3205100,Carson City,H76024,707,Carson City,552
G3200010,Churchill County,H76025,232,Churchill County,162
G3200030,Clark County,H76025,7113,Clark County,7175
G3200050,Douglas County,H76025,286,Douglas County,387
G3200070,Elko County,H76025,174,Elko County,115
G3200090,Esmeralda County,H76025,40,Esmeralda County,4
G3200110,Eureka County,H76025,25,Eureka County,5
G3200130,Humboldt County,H76025,146,Humboldt County,64
G3200150,Lander County,H76025,27,Lander County,18
G3200170,Lincoln County,H76025,61,Lincoln County,25
G3200190,Lyon County,H76025,424,Lyon County,252
G3200210,Mineral County,H76025,23,Mineral County,44
G3200230,Nye County,H76025,260,Nye County,253
G3200270,Pershing County,H76025,99,Pershing County,31
G3200290,Storey County,H76025,115,Storey County,16
G3200310,Washoe County,H76025,1894,Washoe County,1969
G3200330,White Pine County,H76025,170,White Pine County,62
G3205100,Carson City,H76025,328,Carson City,435
G3200010,Churchill County,H76026,12213,Churchill County,12369
G3200030,Clark County,H76026,968914,Clark County,969076
G3200050,Douglas County,H76026,23491,Douglas County,23516
G3200070,Elko County,H76026,23512,Elko County,23464
G3200090,Esmeralda County,H76026,406,Esmeralda County,349
G3200110,Eureka County,H76026,1089,Eureka County,939
G3200130,Humboldt County,H76026,7847,Humboldt County,7874
G3200150,Lander County,H76026,2949,Lander County,2847
G3200170,Lincoln County,H76026,2683,Lincoln County,2468
G3200190,Lyon County,H76026,25698,Lyon County,25802
G3200210,Mineral County,H76026,2350,Mineral County,2422
G3200230,Nye County,H76026,21785,Nye County,21760
G3200270,Pershing County,H76026,2507,Pershing County,2485
G3200290,Storey County,H76026,2027,Storey County,1966
G3200310,Washoe County,H76026,208396,Washoe County,208663
G3200330,White Pine County,H76026,4472,White Pine County,4349
G3205100,Carson City,H76026,26564,Carson City,26586
G3200010,Churchill County,H76027,876,Churchill County,803
G3200030,Clark County,H76027,68165,Clark County,68084
G3200050,Douglas County,H76027,1206,Douglas County,1076
G3200070,Elko County,H76027,1917,Elko County,1978
G3200090,Esmeralda County,H76027,14,Esmeralda County,21
G3200110,Eureka County,H76027,95,Eureka County,68
G3200130,Humboldt County,H76027,776,Humboldt County,619
G3200150,Lander County,H76027,365,Lander County,261
G3200170,Lincoln County,H76027,142,Lincoln County,155
G3200190,Lyon County,H76027,1570,Lyon County,1656
G3200210,Mineral County,H76027,34,Mineral County,95
G3200230,Nye County,H76027,1098,Nye County,1122
G3200270,Pershing County,H76027,136,Pershing County,182
G3200290,Storey County,H76027,2,Storey County,82
G3200310,Washoe County,H76027,13507,Washoe County,13653
G3200330,White Pine County,H76027,357,White Pine County,305
G3205100,Carson City,H76027,1435,Carson City,1546
G3200010,Churchill County,H76028,921,Churchill County,805
G3200030,Clark County,H76028,66071,Clark County,66193
G3200050,Douglas County,H76028,1342,Douglas County,1292
G3200070,Elko County,H76028,1752,Elko County,1816
G3200090,Esmeralda County,H76028,75,Esmeralda County,13
G3200110,Eureka County,H76028,4,Eureka County,58
G3200130,Humboldt County,H76028,590,Humboldt County,592
G3200150,Lander County,H76028,188,Lander County,202
G3200170,Lincoln County,H76028,110,Lincoln County,165
G3200190,Lyon County,H76028,2033,Lyon County,1756
G3200210,Mineral County,H76028,56,Mineral County,118
G3200230,Nye County,H76028,1153,Nye County,1168
G3200270,Pershing County,H76028,137,Pershing County,180
G3200290,Storey County,H76028,236,Storey County,91
G3200310,Washoe County,H76028,13004,Washoe County,12992
G3200330,White Pine County,H76028,316,White Pine County,297
G3205100,Carson City,H76028,1428,Carson City,1566
G3200010,Churchill County,H76029,799,Churchill County,907
G3200030,Clark County,H76029,65524,Clark County,65387
G3200050,Douglas County,H76029,1371,Douglas County,1310
G3200070,Elko County,H76029,1965,Elko County,1953
G3200090,Esmeralda County,H76029,11,Esmeralda County,14
G3200110,Eureka County,H76029,162,Eureka County,86
G3200130,Humboldt County,H76029,623,Humboldt County,636
G3200150,Lander County,H76029,294,Lander County,206
G3200170,Lincoln County,H76029,186,Lincoln County,188
G3200190,Lyon County,H76029,1700,Lyon County,1800
G3200210,Mineral County,H76029,155,Mineral County,133
G3200230,Nye County,H76029,1206,Nye County,1326
G3200270,Pershing County,H76029,162,Pershing County,174
G3200290,Storey County,H76029,81,Storey County,75
G3200310,Washoe County,H76029,13353,Washoe County,13376
G3200330,White Pine County,H76029,223,White Pine County,301
G3205100,Carson City,H76029,1754,Carson City,1629
G3200010,Churchill County,H76030,523,Churchill County,528
G3200030,Clark County,H76030,39226,Clark County,39182
G3200050,Douglas County,H76030,825,Douglas County,897
G3200070,Elko County,H76030,1297,Elko County,1158
G3200090,Esmeralda County,H76030,13,Esmeralda County,5
G3200110,Eureka County,H76030,21,Eureka County,51
G3200130,Humboldt County,H76030,245,Humboldt County,362
G3200150,Lander County,H76030,47,Lander County,149
G3200170,Lincoln County,H76030,299,Lincoln County,166
G3200190,Lyon County,H76030,1074,Lyon County,1097
G3200210,Mineral County,H76030,68,Mineral County,100
G3200230,Nye County,H76030,842,Nye County,837
G3200270,Pershing County,H76030,158,Pershing County,115
G3200290,Storey County,H76030,42,Storey County,66
G3200310,Washoe County,H76030,8198,Washoe County,8124
G3200330,White Pine County,H76030,244,White Pine County,180
G3205100,Carson City,H76030,1018,Carson City,1022
G3200010,Churchill County,H76031,269,Churchill County,268
G3200030,Clark County,H76031,24611,Clark County,24592
G3200050,Douglas County,H76031,434,Douglas County,484
G3200070,Elko County,H76031,745,Elko County,680
G3200090,Esmeralda County,H76031,6,Esmeralda County,6
G3200110,Eureka County,H76031,5,Eureka County,17
G3200130,Humboldt County,H76031,219,Humboldt County,181
G3200150,Lander County,H76031,55,Lander County,74
G3200170,Lincoln County,H76031,9,Lincoln County,55
G3200190,Lyon County,H76031,504,Lyon County,551
G3200210,Mineral County,H76031,62,Mineral County,41
G3200230,Nye County,H76031,510,Nye County,451
G3200270,Pershing County,H76031,31,Pershing County,58
G3200290,Storey County,H76031,19,Storey County,39
G3200310,Washoe County,H76031,6231,Washoe County,6271
G3200330,White Pine County,H76031,125,White Pine County,68
G3205100,Carson City,H76031,695,Carson City,652
G3200010,Churchill County,H76032,147,Churchill County,152
G3200030,Clark County,H76032,12385,Clark County,12309
G3200050,Douglas County,H76032,181,Douglas County,183
G3200070,Elko County,H76032,403,Elko County,320
G3200090,Esmeralda County,H76032,3,Esmeralda County,0
G3200110,Eureka County,H76032,1,Eureka County,7
G3200130,Humboldt County,H76032,0,Humboldt County,75
G3200150,Lander County,H76032,13,Lander County,29
G3200170,Lincoln County,H76032,2,Lincoln County,17
G3200190,Lyon County,H76032,263,Lyon County,233
G3200210,Mineral County,H76032,1,Mineral County,30
G3200230,Nye County,H76032,162,Nye County,167
G3200270,Pershing County,H76032,4,Pershing County,31
G3200290,Storey County,H76032,0,Storey County,10
G3200310,Washoe County,H76032,3187,Washoe County,3337
G3200330,White Pine County,H76032,20,White Pine County,53
G3205100,Carson City,H76032,407,Carson City,330
G3200010,Churchill County,H76033,91,Churchill County,159
G3200030,Clark County,H76033,11856,Clark County,11901
G3200050,Douglas County,H76033,227,Douglas County,198
G3200070,Elko County,H76033,246,Elko County,257
G3200090,Esmeralda County,H76033,0,Esmeralda County,3
G3200110,Eureka County,H76033,8,Eureka County,13
G3200130,Humboldt County,H76033,101,Humboldt County,85
G3200150,Lander County,H76033,85,Lander County,36
G3200170,Lincoln County,H76033,18,Lincoln County,18
G3200190,Lyon County,H76033,148,Lyon County,215
G3200210,Mineral County,H76033,86,Mineral County,28
G3200230,Nye County,H76033,170,Nye County,160
G3200270,Pershing County,H76033,46,Pershing County,22
G3200290,Storey County,H76033,0,Storey County,13
G3200310,Washoe County,H76033,3188,Washoe County,3143
G3200330,White Pine County,H76033,39,White Pine County,47
G3205100,Carson City,H76033,310,Carson City,311
G3200010,Churchill County,H76034,514,Churchill County,425
G3200030,Clark County,H76034,38488,Clark County,38586
G3200050,Douglas County,H76034,641,Douglas County,551
G3200070,Elko County,H76034,846,Elko County,894
G3200090,Esmeralda County,H76034,3,Esmeralda County,6
